ID,value
Fund 2-Fund 91,0.71769
Fund 2-Fund 92,0.8596465
Fund 2-Fund 93,0.8253602
Fund 2-Fund 94,0.75433666
Fund 2-Fund 95,0.8206434
Fund 2-Fund 96,0.7563539
Fund 2-Fund 97,0.85397184
Fund 2-Fund 98,0.7904165
Fund 2-Fund 99,0.84195685
Fund 2-Fund 100,0.79148364
Fund 2-Fund 101,0.7506964
Fund 2-Fund 102,0.8018565
Fund 2-Fund 103,0.8477604
Fund 2-Fund 104,0.8548068
Fund 2-Fund 105,0.76483613
Fund 2-Fund 106,0.86536264
Fund 2-Fund 107,0.801589
Fund 2-Fund 108,0.72850955
Fund 2-Fund 109,0.88468593
Fund 2-Fund 110,0.8024299
Fund 2-Fund 111,0.7774129
Fund 2-Fund 112,0.82556665
Fund 2-Fund 113,0.6500736
Fund 2-Fund 114,0.8434374
Fund 2-Fund 115,0.8378118
Fund 2-Fund 116,0.86177605
Fund 2-Fund 117,0.7364557
Fund 2-Fund 118,0.8126611
Fund 2-Fund 119,0.8523796
Fund 2-Fund 120,0.8644571
Fund 2-Fund 121,0.85531235
Fund 2-Fund 122,0.8071033
Fund 2-Fund 123,0.6474788
Fund 2-Fund 124,0.74724656
Fund 2-Fund 125,0.76715827
Fund 2-Fund 126,0.84846234
Fund 2-Fund 127,0.70600456
Fund 2-Fund 128,0.6893222
Fund 2-Fund 129,0.83983165
Fund 2-Fund 130,0.6629712
Fund 2-Fund 131,0.690954
Fund 2-Fund 132,0.8179705
Fund 2-Fund 133,0.81560886
Fund 2-Fund 134,0.755969
Fund 2-Fund 135,0.7997252
Fund 2-Fund 136,0.76257676
Fund 2-Fund 137,0.6455622
Fund 2-Fund 138,0.7845774
Fund 2-Fund 139,0.8574666
Fund 2-Fund 140,0.82154596
Fund 2-Fund 141,0.8710249
Fund 2-Fund 142,0.82078016
Fund 2-Fund 143,0.8020165
Fund 2-Fund 144,0.7967749
Fund 2-Fund 145,0.8211183
Fund 2-Fund 146,0.86181533
Fund 2-Fund 147,0.8356152
Fund 2-Fund 148,0.702699
Fund 2-Fund 149,0.76141727
Fund 2-Fund 150,0.85368925
Fund 2-Fund 151,0.7185845
Fund 2-Fund 152,0.75028723
Fund 2-Fund 153,0.73518574
Fund 2-Fund 154,0.79055655
Fund 2-Fund 155,0.7470758
Fund 2-Fund 156,0.7764546
Fund 2-Fund 157,0.7360842
Fund 2-Fund 158,0.8326935
Fund 2-Fund 159,0.8147561
Fund 2-Fund 160,0.7752711
Fund 2-Fund 161,0.86081713
Fund 2-Fund 162,0.73313075
Fund 2-Fund 163,0.6863195
Fund 2-Fund 164,0.845782
Fund 2-Fund 165,0.65689945
Fund 2-Fund 166,0.76996624
Fund 2-Fund 167,0.80531025
Fund 2-Fund 168,0.8583814
Fund 2-Fund 169,0.7022232
Fund 2-Fund 170,0.72135067
Fund 2-Fund 171,0.71064854
Fund 2-Fund 172,0.71725494
Fund 2-Fund 173,0.7702015
Fund 2-Fund 174,0.75909024
Fund 2-Fund 175,0.65635663
Fund 2-Fund 176,0.73655134
Fund 2-Fund 177,0.86749035
Fund 2-Fund 178,0.77550954
Fund 2-Fund 179,0.72643113
Fund 2-Fund 180,0.80947065
Fund 2-Fund 181,0.8612917
Fund 2-Fund 182,0.77815074
Fund 2-Fund 183,0.714693
Fund 2-Fund 184,0.7571991
Fund 2-Fund 185,0.75659764
Fund 2-Fund 186,0.7372282
Fund 2-Fund 187,0.8173362
Fund 2-Fund 188,0.8769152
Fund 2-Fund 189,0.75815064
Fund 2-Fund 190,0.77116495
Fund 2-Fund 191,0.84812534
Fund 2-Fund 192,0.7312564
Fund 2-Fund 193,0.8556568
Fund 2-Fund 194,0.72989345
Fund 2-Fund 195,0.75651014
Fund 2-Fund 196,0.8204181
Fund 2-Fund 197,0.87039196
Fund 2-Fund 198,0.7861197
Fund 2-Fund 199,0.8572385
Fund 2-Fund 200,0.84827894
Fund 3-Fund 4,0.7486184
Fund 3-Fund 5,0.76460433
Fund 3-Fund 6,0.640896
Fund 3-Fund 7,0.67865646
Fund 3-Fund 8,0.6252394
Fund 3-Fund 9,0.7658129
Fund 3-Fund 10,0.75233626
Fund 3-Fund 11,0.7035125
Fund 3-Fund 12,0.72966677
Fund 3-Fund 13,0.7604386
Fund 3-Fund 14,0.7218363
Fund 3-Fund 15,0.68094563
Fund 3-Fund 16,0.7272526
Fund 3-Fund 17,0.7603886
Fund 3-Fund 18,0.71688336
Fund 3-Fund 19,0.72179365
Fund 3-Fund 20,0.68855375
Fund 3-Fund 21,0.7400838
Fund 3-Fund 22,0.730897
Fund 3-Fund 23,0.6688798
Fund 3-Fund 24,0.6665752
Fund 3-Fund 25,0.7143816
Fund 3-Fund 26,0.7241286
Fund 3-Fund 27,0.6210106
Fund 3-Fund 28,0.7387742
Fund 3-Fund 29,0.6753656
Fund 3-Fund 30,0.67282057
Fund 3-Fund 31,0.7422771
Fund 3-Fund 32,0.67699414
Fund 3-Fund 33,0.72960824
Fund 3-Fund 34,0.54830015
Fund 3-Fund 35,0.6985542
Fund 3-Fund 36,0.5673509
Fund 3-Fund 37,0.6134865
Fund 3-Fund 38,0.74757415
Fund 3-Fund 39,0.7458631
Fund 3-Fund 40,0.6720577
Fund 3-Fund 41,0.7674086
Fund 3-Fund 42,0.67418283
Fund 3-Fund 43,0.6518006
Fund 3-Fund 44,0.72370183
Fund 3-Fund 45,0.73788494
Fund 3-Fund 46,0.75744253
Fund 3-Fund 47,0.7752741
Fund 3-Fund 48,0.63651705
Fund 3-Fund 49,0.7110355
Fund 3-Fund 50,0.7515405
Fund 3-Fund 51,0.7376018
Fund 3-Fund 52,0.7173186
Fund 3-Fund 53,0.6889852
Fund 3-Fund 54,0.7560415
Fund 3-Fund 55,0.74575484
Fund 3-Fund 56,0.7416163
Fund 3-Fund 57,0.65294385
Fund 3-Fund 58,0.71371436
Fund 3-Fund 59,0.7398685
Fund 3-Fund 60,0.7632582
Fund 3-Fund 61,0.7681988
Fund 3-Fund 62,0.72457737
Fund 3-Fund 63,0.7433263
Fund 3-Fund 64,0.7260152
Fund 3-Fund 65,0.7529026
Fund 3-Fund 66,0.689155
Fund 3-Fund 67,0.74509853
Fund 3-Fund 68,0.6756124
Fund 3-Fund 69,0.75850254
Fund 3-Fund 70,0.67568773
Fund 3-Fund 71,0.7031285
Fund 3-Fund 72,0.7521721
Fund 3-Fund 73,0.7430029
Fund 3-Fund 74,0.7390845
Fund 3-Fund 75,0.73964435
Fund 3-Fund 76,0.67876226
Fund 3-Fund 77,0.7438318
Fund 3-Fund 78,0.7026501
Fund 3-Fund 79,0.74814457
Fund 3-Fund 80,0.7281975
Fund 3-Fund 81,0.7261898
Fund 3-Fund 82,0.66305536
Fund 3-Fund 83,0.5860196
Fund 3-Fund 84,0.7131159
Fund 3-Fund 85,0.70079684
Fund 3-Fund 86,0.70951134
Fund 3-Fund 87,0.69523203
Fund 3-Fund 88,0.7595372
Fund 3-Fund 89,0.62711173
Fund 3-Fund 90,0.72219926
Fund 3-Fund 91,0.70788616
Fund 3-Fund 92,0.76234186
Fund 3-Fund 93,0.75698346
Fund 3-Fund 94,0.5338572
Fund 3-Fund 95,0.73875487
Fund 3-Fund 96,0.70317304
Fund 3-Fund 97,0.74935514
Fund 3-Fund 98,0.7646645
Fund 3-Fund 99,0.76227146
Fund 3-Fund 100,0.7640277
Fund 3-Fund 101,0.7266012
Fund 3-Fund 102,0.7158348
Fund 3-Fund 103,0.77432853
Fund 3-Fund 104,0.7630344
Fund 3-Fund 105,0.7104437
Fund 3-Fund 106,0.7434418
Fund 3-Fund 107,0.7497484
Fund 3-Fund 108,0.6798927
Fund 3-Fund 109,0.78816354
Fund 3-Fund 110,0.7200269
Fund 3-Fund 111,0.73972166
Fund 3-Fund 112,0.7628408
Fund 3-Fund 113,0.66233903
Fund 3-Fund 114,0.78811073
Fund 3-Fund 115,0.73465407
Fund 3-Fund 116,0.7458087
Fund 3-Fund 117,0.7082032
Fund 3-Fund 118,0.7572304
Fund 3-Fund 119,0.7393279
Fund 3-Fund 120,0.7102304
Fund 3-Fund 121,0.7540709
Fund 3-Fund 122,0.78412086
Fund 3-Fund 123,0.67428684
Fund 3-Fund 124,0.7175323
Fund 3-Fund 125,0.6954413
Fund 3-Fund 126,0.7673042
Fund 3-Fund 127,0.7254336
Fund 3-Fund 128,0.67944515
Fund 3-Fund 129,0.7539177
Fund 3-Fund 130,0.5511801
Fund 3-Fund 131,0.6592026
Fund 3-Fund 132,0.67617035
Fund 3-Fund 133,0.7573727
Fund 3-Fund 134,0.6940419
Fund 3-Fund 135,0.73806643
Fund 3-Fund 136,0.73477066
Fund 3-Fund 137,0.44801223
Fund 3-Fund 138,0.6617122
Fund 3-Fund 139,0.719978
Fund 3-Fund 140,0.7057266
Fund 3-Fund 141,0.6769382
Fund 3-Fund 142,0.75349045
Fund 3-Fund 143,0.6912328
Fund 3-Fund 144,0.75460184
Fund 3-Fund 145,0.6572768
Fund 3-Fund 146,0.7706014
Fund 3-Fund 147,0.75641614
Fund 3-Fund 148,0.704765
Fund 3-Fund 149,0.71711487
Fund 3-Fund 150,0.75527304
Fund 3-Fund 151,0.6669522
Fund 3-Fund 152,0.718139
Fund 3-Fund 153,0.70579624
Fund 3-Fund 154,0.7117031
Fund 3-Fund 155,0.74513984
Fund 3-Fund 156,0.68986183
Fund 3-Fund 157,0.7239702
Fund 3-Fund 158,0.7336545
Fund 3-Fund 159,0.742999
Fund 3-Fund 160,0.7312531
Fund 3-Fund 161,0.74708617
Fund 3-Fund 162,0.7049029
Fund 3-Fund 163,0.6798792
Fund 3-Fund 164,0.73941875
Fund 3-Fund 165,0.5351895
Fund 3-Fund 166,0.74984396
Fund 3-Fund 167,0.71334213
Fund 3-Fund 168,0.73931193
Fund 3-Fund 169,0.6816904
Fund 3-Fund 170,0.7139726
Fund 3-Fund 171,0.69481146
Fund 3-Fund 172,0.70634335
Fund 3-Fund 173,0.71924114
Fund 3-Fund 174,0.70991564
Fund 3-Fund 175,0.65159225
Fund 3-Fund 176,0.6871167
Fund 3-Fund 177,0.7613807
Fund 3-Fund 178,0.74020946
Fund 3-Fund 179,0.7399039
Fund 3-Fund 180,0.7468062
Fund 3-Fund 181,0.7552858
Fund 3-Fund 182,0.7186104
Fund 3-Fund 183,0.7056932
Fund 3-Fund 184,0.725522
Fund 3-Fund 185,0.73956096
Fund 3-Fund 186,0.68176407
Fund 3-Fund 187,0.73235524
Fund 3-Fund 188,0.7655345
Fund 3-Fund 189,0.6653081
Fund 3-Fund 190,0.7255329
Fund 3-Fund 191,0.7554375
Fund 3-Fund 192,0.7115063
Fund 3-Fund 193,0.74717444
Fund 3-Fund 194,0.71327144
Fund 3-Fund 195,0.7408164
Fund 3-Fund 196,0.71729237
Fund 3-Fund 197,0.7240299
Fund 3-Fund 198,0.68666756
Fund 3-Fund 199,0.70358616
Fund 3-Fund 200,0.6762985
Fund 4-Fund 5,0.84273744
Fund 4-Fund 6,0.6957099
Fund 4-Fund 7,0.71209663
Fund 4-Fund 8,0.68803614
Fund 4-Fund 9,0.845146
Fund 4-Fund 10,0.82188034
Fund 4-Fund 11,0.72743565
Fund 4-Fund 12,0.7625227
Fund 4-Fund 13,0.835071
Fund 4-Fund 14,0.778736
Fund 4-Fund 15,0.71490854
Fund 4-Fund 16,0.79977787
Fund 4-Fund 17,0.79296577
Fund 4-Fund 18,0.7840479
Fund 4-Fund 19,0.7619349
Fund 4-Fund 20,0.76630837
Fund 4-Fund 21,0.76988643
Fund 4-Fund 22,0.75999933
Fund 4-Fund 23,0.7097273
Fund 4-Fund 24,0.71406853
Fund 4-Fund 25,0.78543025
Fund 4-Fund 26,0.76616734
Fund 4-Fund 27,0.6711884
Fund 4-Fund 28,0.78595334
Fund 4-Fund 29,0.72251254
Fund 4-Fund 30,0.7291042
Fund 4-Fund 31,0.7778148
Fund 4-Fund 32,0.7015821
Fund 4-Fund 33,0.80867255
Fund 4-Fund 34,0.6410051
Fund 4-Fund 35,0.69924927
Fund 4-Fund 36,0.6357708
Fund 4-Fund 37,0.7354025
Fund 4-Fund 38,0.80038905
Fund 4-Fund 39,0.8084114
Fund 4-Fund 40,0.69837934
Fund 4-Fund 41,0.8547786
Fund 4-Fund 42,0.69778186
Fund 4-Fund 43,0.79194975
Fund 4-Fund 44,0.7922581
Fund 4-Fund 45,0.7729919
Fund 4-Fund 46,0.8169849
Fund 4-Fund 47,0.83770365
Fund 4-Fund 48,0.70612216
Fund 4-Fund 49,0.7682161
Fund 4-Fund 50,0.8164905
Fund 4-Fund 51,0.8268159
Fund 4-Fund 52,0.7905703
Fund 4-Fund 53,0.75020486
Fund 4-Fund 54,0.8476987
Fund 4-Fund 55,0.7682912
Fund 4-Fund 56,0.7446756
Fund 4-Fund 57,0.69747657
Fund 4-Fund 58,0.7827567
Fund 4-Fund 59,0.7875011
Fund 4-Fund 60,0.8616142
Fund 4-Fund 61,0.7874648
Fund 4-Fund 62,0.7587963
Fund 4-Fund 63,0.8214888
Fund 4-Fund 64,0.8345559
Fund 4-Fund 65,0.81336266
Fund 4-Fund 66,0.7400471
Fund 4-Fund 67,0.7763432
Fund 4-Fund 68,0.6979218
Fund 4-Fund 69,0.78987247
Fund 4-Fund 70,0.7226316
Fund 4-Fund 71,0.72748905
Fund 4-Fund 72,0.80557156
Fund 4-Fund 73,0.78159046
Fund 4-Fund 74,0.8180009
Fund 4-Fund 75,0.85078835
Fund 4-Fund 76,0.7267866
Fund 4-Fund 77,0.818858
Fund 4-Fund 78,0.7690583
Fund 4-Fund 79,0.8209081
Fund 4-Fund 80,0.7816229
Fund 4-Fund 81,0.72793806
Fund 4-Fund 82,0.7020181
Fund 4-Fund 83,0.6748327
Fund 4-Fund 84,0.73745185
Fund 4-Fund 85,0.7903158
Fund 4-Fund 86,0.7246507
Fund 4-Fund 87,0.7528631
Fund 4-Fund 88,0.8209426
Fund 4-Fund 89,0.66959894
Fund 4-Fund 90,0.8023326
Fund 4-Fund 91,0.7872925
Fund 4-Fund 92,0.80847985
Fund 4-Fund 93,0.859093
Fund 4-Fund 94,0.57812315
Fund 4-Fund 95,0.75499046
Fund 4-Fund 96,0.76843953
Fund 4-Fund 97,0.82643497
Fund 4-Fund 98,0.794051
Fund 4-Fund 99,0.8462492
Fund 4-Fund 100,0.7963645
Fund 4-Fund 101,0.7896463
Fund 4-Fund 102,0.7968554
Fund 4-Fund 103,0.87047005
Fund 4-Fund 104,0.8206252
Fund 4-Fund 105,0.76359165
Fund 4-Fund 106,0.8399729
Fund 4-Fund 107,0.7559191
Fund 4-Fund 108,0.7167353
Fund 4-Fund 109,0.8550433
Fund 4-Fund 110,0.76927483
Fund 4-Fund 111,0.7649701
Fund 4-Fund 112,0.8251966
Fund 4-Fund 113,0.71676785
Fund 4-Fund 114,0.83685887
Fund 4-Fund 115,0.76670426
Fund 4-Fund 116,0.7882847
Fund 4-Fund 117,0.7524903
Fund 4-Fund 118,0.8092307
Fund 4-Fund 119,0.8038055
Fund 4-Fund 120,0.7669881
Fund 4-Fund 121,0.84299445
Fund 4-Fund 122,0.83840317
Fund 4-Fund 123,0.7296119
Fund 4-Fund 124,0.7506644
Fund 4-Fund 125,0.77244025
Fund 4-Fund 126,0.7850154
Fund 4-Fund 127,0.8005855
Fund 4-Fund 128,0.69917756
Fund 4-Fund 129,0.809369
Fund 4-Fund 130,0.65452933
Fund 4-Fund 131,0.70658076
Fund 4-Fund 132,0.7294039
Fund 4-Fund 133,0.84829164
Fund 4-Fund 134,0.7698722
Fund 4-Fund 135,0.79430133
Fund 4-Fund 136,0.7692177
Fund 4-Fund 137,0.56352985
Fund 4-Fund 138,0.7120313
Fund 4-Fund 139,0.74832326
Fund 4-Fund 140,0.77795506
Fund 4-Fund 141,0.7687617
Fund 4-Fund 142,0.8451964
Fund 4-Fund 143,0.70922613
Fund 4-Fund 144,0.81065565
Fund 4-Fund 145,0.71453184
Fund 4-Fund 146,0.83843535
Fund 4-Fund 147,0.80480224
Fund 4-Fund 148,0.80377245
Fund 4-Fund 149,0.78639436
Fund 4-Fund 150,0.8238465
Fund 4-Fund 151,0.69804555
Fund 4-Fund 152,0.750237
Fund 4-Fund 153,0.75889415
Fund 4-Fund 154,0.77546245
Fund 4-Fund 155,0.84238374
Fund 4-Fund 156,0.71185374
Fund 4-Fund 157,0.7989735
Fund 4-Fund 158,0.7434638
Fund 4-Fund 159,0.82277304
Fund 4-Fund 160,0.7994391
Fund 4-Fund 161,0.7877423
Fund 4-Fund 162,0.73805654
Fund 4-Fund 163,0.7570561
Fund 4-Fund 164,0.84215224
Fund 4-Fund 165,0.6200189
Fund 4-Fund 166,0.7969086
Fund 4-Fund 167,0.7825091
Fund 4-Fund 168,0.75928015
Fund 4-Fund 169,0.7721368
Fund 4-Fund 170,0.7449998
Fund 4-Fund 171,0.72224104
Fund 4-Fund 172,0.74668044
Fund 4-Fund 173,0.7418652
Fund 4-Fund 174,0.7469799
Fund 4-Fund 175,0.6872695
Fund 4-Fund 176,0.7659071
Fund 4-Fund 177,0.80273175
Fund 4-Fund 178,0.76855236
Fund 4-Fund 179,0.76592326
Fund 4-Fund 180,0.81004417
Fund 4-Fund 181,0.8016245
Fund 4-Fund 182,0.7727022
Fund 4-Fund 183,0.7271078
Fund 4-Fund 184,0.72729
Fund 4-Fund 185,0.7643921
Fund 4-Fund 186,0.7005714
Fund 4-Fund 187,0.7965306
Fund 4-Fund 188,0.8451485
Fund 4-Fund 189,0.727487
