ID,value
Fund 1-Fund 141,0.68953216
Fund 1-Fund 142,0.7881906
Fund 1-Fund 143,0.66507995
Fund 1-Fund 144,0.8098881
Fund 1-Fund 145,0.62088805
Fund 1-Fund 146,0.7839764
Fund 1-Fund 147,0.7812808
Fund 1-Fund 148,0.81992847
Fund 1-Fund 149,0.762838
Fund 1-Fund 150,0.73696274
Fund 1-Fund 151,0.72005653
Fund 1-Fund 152,0.7726935
Fund 1-Fund 153,0.78933376
Fund 1-Fund 154,0.59478337
Fund 1-Fund 155,0.8044582
Fund 1-Fund 156,0.6572597
Fund 1-Fund 157,0.78196454
Fund 1-Fund 158,0.64330584
Fund 1-Fund 159,0.82968366
Fund 1-Fund 160,0.81381285
Fund 1-Fund 161,0.6736497
Fund 1-Fund 162,0.82964444
Fund 1-Fund 163,0.6219345
Fund 1-Fund 164,0.65409744
Fund 1-Fund 165,0.65487665
Fund 1-Fund 166,0.81285053
Fund 1-Fund 167,0.6867528
Fund 1-Fund 168,0.72162116
Fund 1-Fund 169,0.6600245
Fund 1-Fund 170,0.7786821
Fund 1-Fund 171,0.779308
Fund 1-Fund 172,0.7858366
Fund 1-Fund 173,0.6609637
Fund 1-Fund 174,0.76857746
Fund 1-Fund 175,0.67173946
Fund 1-Fund 176,0.68736297
Fund 1-Fund 177,0.6937854
Fund 1-Fund 178,0.81153595
Fund 1-Fund 179,0.76943403
Fund 1-Fund 180,0.7921169
Fund 1-Fund 181,0.6478781
Fund 1-Fund 182,0.812958
Fund 1-Fund 183,0.7962596
Fund 1-Fund 184,0.7466531
Fund 1-Fund 185,0.78540164
Fund 1-Fund 186,0.6555983
Fund 1-Fund 187,0.8268644
Fund 1-Fund 188,0.79433274
Fund 1-Fund 189,0.60327095
Fund 1-Fund 190,0.8023669
Fund 1-Fund 191,0.7714012
Fund 1-Fund 192,0.692499
Fund 1-Fund 193,0.7690794
Fund 1-Fund 194,0.76105636
Fund 1-Fund 195,0.77455974
Fund 1-Fund 196,0.5913546
Fund 1-Fund 197,0.7332684
Fund 1-Fund 198,0.6473662
Fund 1-Fund 199,0.64182395
Fund 1-Fund 200,0.66670626
Fund 2-Fund 3,0.70834184
Fund 2-Fund 4,0.7600887
Fund 2-Fund 5,0.82977825
Fund 2-Fund 6,0.6822448
Fund 2-Fund 7,0.7523921
Fund 2-Fund 8,0.7131301
Fund 2-Fund 9,0.82093436
Fund 2-Fund 10,0.7895948
Fund 2-Fund 11,0.8539205
Fund 2-Fund 12,0.7643414
Fund 2-Fund 13,0.83891565
Fund 2-Fund 14,0.7161097
Fund 2-Fund 15,0.715485
Fund 2-Fund 16,0.79555684
Fund 2-Fund 17,0.80411863
Fund 2-Fund 18,0.74566996
Fund 2-Fund 19,0.7296149
Fund 2-Fund 20,0.80776304
Fund 2-Fund 21,0.8687146
Fund 2-Fund 22,0.79838026
Fund 2-Fund 23,0.68181604
Fund 2-Fund 24,0.78565806
Fund 2-Fund 25,0.7580953
Fund 2-Fund 26,0.76909053
Fund 2-Fund 27,0.78135115
Fund 2-Fund 28,0.76327753
Fund 2-Fund 29,0.74720377
Fund 2-Fund 30,0.7648681
Fund 2-Fund 31,0.8076026
Fund 2-Fund 32,0.80056226
Fund 2-Fund 33,0.7968581
Fund 2-Fund 34,0.76950043
Fund 2-Fund 35,0.8060098
Fund 2-Fund 36,0.77159476
Fund 2-Fund 37,0.6114416
Fund 2-Fund 38,0.82978743
Fund 2-Fund 39,0.8150798
Fund 2-Fund 40,0.78771025
Fund 2-Fund 41,0.84869856
Fund 2-Fund 42,0.6617885
Fund 2-Fund 43,0.530067
Fund 2-Fund 44,0.7800764
Fund 2-Fund 45,0.8055765
Fund 2-Fund 46,0.80882365
Fund 2-Fund 47,0.81946164
Fund 2-Fund 48,0.63463813
Fund 2-Fund 49,0.7990673
Fund 2-Fund 50,0.79633164
Fund 2-Fund 51,0.78752697
Fund 2-Fund 52,0.7496489
Fund 2-Fund 53,0.66177005
Fund 2-Fund 54,0.8033058
Fund 2-Fund 55,0.80724853
Fund 2-Fund 56,0.80653375
Fund 2-Fund 57,0.650809
Fund 2-Fund 58,0.760161
Fund 2-Fund 59,0.80046123
Fund 2-Fund 60,0.8124035
Fund 2-Fund 61,0.8203797
Fund 2-Fund 62,0.7835301
Fund 2-Fund 63,0.7808592
Fund 2-Fund 64,0.743211
Fund 2-Fund 65,0.7927769
Fund 2-Fund 66,0.60115343
Fund 2-Fund 67,0.8177132
Fund 2-Fund 68,0.8025756
Fund 2-Fund 69,0.80158925
Fund 2-Fund 70,0.71826476
Fund 2-Fund 71,0.73315185
Fund 2-Fund 72,0.849961
Fund 2-Fund 73,0.8207432
Fund 2-Fund 74,0.77828175
Fund 2-Fund 75,0.8059422
Fund 2-Fund 76,0.75692165
Fund 2-Fund 77,0.7710126
Fund 2-Fund 78,0.68040574
Fund 2-Fund 79,0.80238163
Fund 2-Fund 80,0.8004263
Fund 2-Fund 81,0.76089394
Fund 2-Fund 82,0.7961893
Fund 2-Fund 83,0.3316972
Fund 2-Fund 84,0.64020145
Fund 2-Fund 85,0.73657954
Fund 2-Fund 86,0.74700457
Fund 2-Fund 87,0.7623844
Fund 2-Fund 88,0.7944382
Fund 2-Fund 89,0.6584959
Fund 2-Fund 90,0.81823385
Fund 2-Fund 91,0.74688596
Fund 2-Fund 92,0.807395
Fund 2-Fund 93,0.80060655
Fund 2-Fund 94,0.78298926
Fund 2-Fund 95,0.78714734
Fund 2-Fund 96,0.7289198
Fund 2-Fund 97,0.7943534
Fund 2-Fund 98,0.78630304
Fund 2-Fund 99,0.80343777
Fund 2-Fund 100,0.81236804
Fund 2-Fund 101,0.78720224
Fund 2-Fund 102,0.7718768
Fund 2-Fund 103,0.81213135
Fund 2-Fund 104,0.7958147
Fund 2-Fund 105,0.783054
Fund 2-Fund 106,0.8267694
Fund 2-Fund 107,0.7840598
Fund 2-Fund 108,0.79332197
Fund 2-Fund 109,0.85112673
Fund 2-Fund 110,0.80365235
Fund 2-Fund 111,0.80502474
Fund 2-Fund 112,0.8071
Fund 2-Fund 113,0.4430092
Fund 2-Fund 114,0.8429264
Fund 2-Fund 115,0.83644736
Fund 2-Fund 116,0.8100202
Fund 2-Fund 117,0.7445139
Fund 2-Fund 118,0.81618696
Fund 2-Fund 119,0.8095221
Fund 2-Fund 120,0.7689929
Fund 2-Fund 121,0.7957998
Fund 2-Fund 122,0.80847746
Fund 2-Fund 123,0.5090727
Fund 2-Fund 124,0.7871014
Fund 2-Fund 125,0.78629243
Fund 2-Fund 126,0.8363497
Fund 2-Fund 127,0.69022715
Fund 2-Fund 128,0.7102992
Fund 2-Fund 129,0.84255785
Fund 2-Fund 130,0.76786536
Fund 2-Fund 131,0.656612
Fund 2-Fund 132,0.73111737
Fund 2-Fund 133,0.80508775
Fund 2-Fund 134,0.7905791
Fund 2-Fund 135,0.8149289
Fund 2-Fund 136,0.795213
Fund 2-Fund 137,0.761345
Fund 2-Fund 138,0.7978915
Fund 2-Fund 139,0.8104523
Fund 2-Fund 140,0.8162415
Fund 2-Fund 141,0.7909582
Fund 2-Fund 142,0.79463387
Fund 2-Fund 143,0.73812
Fund 2-Fund 144,0.82162255
Fund 2-Fund 145,0.7248924
Fund 2-Fund 146,0.82062757
Fund 2-Fund 147,0.80866194
Fund 2-Fund 148,0.7198182
Fund 2-Fund 149,0.78930575
Fund 2-Fund 150,0.8089353
Fund 2-Fund 151,0.68145454
Fund 2-Fund 152,0.7952295
Fund 2-Fund 153,0.77541053
Fund 2-Fund 154,0.76788604
Fund 2-Fund 155,0.74935687
Fund 2-Fund 156,0.8039131
Fund 2-Fund 157,0.7644116
Fund 2-Fund 158,0.7575221
Fund 2-Fund 159,0.81244826
Fund 2-Fund 160,0.8051761
Fund 2-Fund 161,0.808086
Fund 2-Fund 162,0.7700867
Fund 2-Fund 163,0.6012786
Fund 2-Fund 164,0.7843688
Fund 2-Fund 165,0.75620264
Fund 2-Fund 166,0.8035101
Fund 2-Fund 167,0.79484844
Fund 2-Fund 168,0.83338195
Fund 2-Fund 169,0.66588914
Fund 2-Fund 170,0.691618
Fund 2-Fund 171,0.7292117
Fund 2-Fund 172,0.67867666
Fund 2-Fund 173,0.81224746
Fund 2-Fund 174,0.76346916
Fund 2-Fund 175,0.6293632
Fund 2-Fund 176,0.71804684
Fund 2-Fund 177,0.80783516
Fund 2-Fund 178,0.8023894
Fund 2-Fund 179,0.71625
Fund 2-Fund 180,0.79921824
Fund 2-Fund 181,0.7763177
Fund 2-Fund 182,0.806103
Fund 2-Fund 183,0.70306283
Fund 2-Fund 184,0.7888264
Fund 2-Fund 185,0.7832881
Fund 2-Fund 186,0.65195227
Fund 2-Fund 187,0.79855084
Fund 2-Fund 188,0.8287818
Fund 2-Fund 189,0.74621296
Fund 2-Fund 190,0.7990821
Fund 2-Fund 191,0.8250461
Fund 2-Fund 192,0.6920621
Fund 2-Fund 193,0.81626254
Fund 2-Fund 194,0.7192098
Fund 2-Fund 195,0.7977681
Fund 2-Fund 196,0.7636214
Fund 2-Fund 197,0.84653157
Fund 2-Fund 198,0.71883816
Fund 2-Fund 199,0.7624713
Fund 2-Fund 200,0.79352677
Fund 3-Fund 4,0.80850625
Fund 3-Fund 5,0.80498403
Fund 3-Fund 6,0.6152538
Fund 3-Fund 7,0.7193819
Fund 3-Fund 8,0.60472846
Fund 3-Fund 9,0.8031982
Fund 3-Fund 10,0.71629786
Fund 3-Fund 11,0.69687176
Fund 3-Fund 12,0.7152609
Fund 3-Fund 13,0.8029991
Fund 3-Fund 14,0.8104261
Fund 3-Fund 15,0.6800092
Fund 3-Fund 16,0.7647068
Fund 3-Fund 17,0.8074118
Fund 3-Fund 18,0.7160118
Fund 3-Fund 19,0.7886045
Fund 3-Fund 20,0.7210211
Fund 3-Fund 21,0.76841074
Fund 3-Fund 22,0.74659777
Fund 3-Fund 23,0.5281425
Fund 3-Fund 24,0.7689419
Fund 3-Fund 25,0.69687366
Fund 3-Fund 26,0.64940864
Fund 3-Fund 27,0.76376784
Fund 3-Fund 28,0.82910997
Fund 3-Fund 29,0.56567264
Fund 3-Fund 30,0.64557415
Fund 3-Fund 31,0.75972104
Fund 3-Fund 32,0.78712356
Fund 3-Fund 33,0.7182575
Fund 3-Fund 34,0.74379605
Fund 3-Fund 35,0.74871063
Fund 3-Fund 36,0.6316712
Fund 3-Fund 37,0.6463091
Fund 3-Fund 38,0.772344
Fund 3-Fund 39,0.7651888
Fund 3-Fund 40,0.68357843
Fund 3-Fund 41,0.8073004
Fund 3-Fund 42,0.64554334
Fund 3-Fund 43,0.5651847
Fund 3-Fund 44,0.6811605
Fund 3-Fund 45,0.80855197
Fund 3-Fund 46,0.7729518
Fund 3-Fund 47,0.80658346
Fund 3-Fund 48,0.7171291
Fund 3-Fund 49,0.659075
Fund 3-Fund 50,0.7790557
Fund 3-Fund 51,0.7769586
Fund 3-Fund 52,0.66515
Fund 3-Fund 53,0.7426884
Fund 3-Fund 54,0.79677767
Fund 3-Fund 55,0.7605296
Fund 3-Fund 56,0.78999794
Fund 3-Fund 57,0.7117871
Fund 3-Fund 58,0.7651506
Fund 3-Fund 59,0.7607502
Fund 3-Fund 60,0.8181951
Fund 3-Fund 61,0.815858
Fund 3-Fund 62,0.75138885
Fund 3-Fund 63,0.79429144
Fund 3-Fund 64,0.837878
Fund 3-Fund 65,0.7099667
Fund 3-Fund 66,0.7500758
Fund 3-Fund 67,0.82424986
Fund 3-Fund 68,0.7811593
Fund 3-Fund 69,0.80811673
Fund 3-Fund 70,0.60182256
Fund 3-Fund 71,0.7684581
Fund 3-Fund 72,0.78964156
Fund 3-Fund 73,0.77263886
Fund 3-Fund 74,0.7122274
Fund 3-Fund 75,0.7513722
Fund 3-Fund 76,0.65403616
Fund 3-Fund 77,0.8035513
Fund 3-Fund 78,0.79232824
Fund 3-Fund 79,0.8155626
Fund 3-Fund 80,0.7093539
Fund 3-Fund 81,0.6479711
Fund 3-Fund 82,0.6611472
Fund 3-Fund 83,0.69211054
Fund 3-Fund 84,0.76439446
Fund 3-Fund 85,0.7486207
Fund 3-Fund 86,0.6317812
Fund 3-Fund 87,0.7423764
Fund 3-Fund 88,0.786183
Fund 3-Fund 89,0.60954636
Fund 3-Fund 90,0.69807035
Fund 3-Fund 91,0.7507065
Fund 3-Fund 92,0.78514075
Fund 3-Fund 93,0.79027754
Fund 3-Fund 94,0.46162564
Fund 3-Fund 95,0.7952808
Fund 3-Fund 96,0.63683707
Fund 3-Fund 97,0.71459395
Fund 3-Fund 98,0.80431694
Fund 3-Fund 99,0.8114591
Fund 3-Fund 100,0.81476027
Fund 3-Fund 101,0.81623703
Fund 3-Fund 102,0.67002153
Fund 3-Fund 103,0.82217413
Fund 3-Fund 104,0.7383242
Fund 3-Fund 105,0.7352647
Fund 3-Fund 106,0.75681955
Fund 3-Fund 107,0.7727084
Fund 3-Fund 108,0.6968403
Fund 3-Fund 109,0.80136365
Fund 3-Fund 110,0.75520563
Fund 3-Fund 111,0.81771487
Fund 3-Fund 112,0.77256763
Fund 3-Fund 113,0.7230328
Fund 3-Fund 114,0.8221702
Fund 3-Fund 115,0.7767324
Fund 3-Fund 116,0.7388841
Fund 3-Fund 117,0.7756522
Fund 3-Fund 118,0.811222
Fund 3-Fund 119,0.68684167
Fund 3-Fund 120,0.64538795
Fund 3-Fund 121,0.7564655
Fund 3-Fund 122,0.8186129
Fund 3-Fund 123,0.741151
Fund 3-Fund 124,0.78082675
Fund 3-Fund 125,0.6921375
Fund 3-Fund 126,0.7905913
Fund 3-Fund 127,0.8183554
Fund 3-Fund 128,0.6872028
Fund 3-Fund 129,0.78902066
Fund 3-Fund 130,0.66851246
Fund 3-Fund 131,0.7141276
Fund 3-Fund 132,0.59515643
Fund 3-Fund 133,0.7924393
Fund 3-Fund 134,0.68791217
Fund 3-Fund 135,0.758951
Fund 3-Fund 136,0.81417483
Fund 3-Fund 137,0.7459053
Fund 3-Fund 138,0.63554895
Fund 3-Fund 139,0.7007032
Fund 3-Fund 140,0.63250864
Fund 3-Fund 141,0.6997375
Fund 3-Fund 142,0.784518
Fund 3-Fund 143,0.7262799
Fund 3-Fund 144,0.81954294
Fund 3-Fund 145,0.6233077
Fund 3-Fund 146,0.79552203
Fund 3-Fund 147,0.7960341
Fund 3-Fund 148,0.79341584
Fund 3-Fund 149,0.7659157
Fund 3-Fund 150,0.765635
Fund 3-Fund 151,0.6937999
Fund 3-Fund 152,0.78770256
Fund 3-Fund 153,0.77304596
Fund 3-Fund 154,0.65093994
Fund 3-Fund 155,0.8295384
Fund 3-Fund 156,0.7779917
Fund 3-Fund 157,0.77485615
Fund 3-Fund 158,0.7390842
Fund 3-Fund 159,0.75093234
Fund 3-Fund 160,0.7550691
Fund 3-Fund 161,0.73863876
Fund 3-Fund 162,0.76152784
Fund 3-Fund 163,0.6868586
Fund 3-Fund 164,0.67634344
Fund 3-Fund 165,0.53675383
Fund 3-Fund 166,0.8225288
Fund 3-Fund 167,0.65733963
Fund 3-Fund 168,0.75106806
Fund 3-Fund 169,0.65808135
Fund 3-Fund 170,0.7892829
Fund 3-Fund 171,0.7460686
Fund 3-Fund 172,0.77616894
Fund 3-Fund 173,0.73758197
Fund 3-Fund 174,0.79218656
Fund 3-Fund 175,0.6782047
Fund 3-Fund 176,0.58393633
Fund 3-Fund 177,0.7680334
Fund 3-Fund 178,0.8406079
Fund 3-Fund 179,0.80616134
Fund 3-Fund 180,0.81119853
Fund 3-Fund 181,0.6981673
Fund 3-Fund 182,0.78710836
Fund 3-Fund 183,0.81766635
Fund 3-Fund 184,0.82324153
Fund 3-Fund 185,0.8052117
Fund 3-Fund 186,0.65861994
Fund 3-Fund 187,0.7810729
Fund 3-Fund 188,0.7776906
Fund 3-Fund 189,0.6202139
Fund 3-Fund 190,0.79470915
Fund 3-Fund 191,0.75658464
Fund 3-Fund 192,0.7403261
Fund 3-Fund 193,0.7573082
Fund 3-Fund 194,0.7973997
Fund 3-Fund 195,0.7901
Fund 3-Fund 196,0.6356072
Fund 3-Fund 197,0.75550187
Fund 3-Fund 198,0.70625377
Fund 3-Fund 199,0.7576107
Fund 3-Fund 200,0.676794
Fund 4-Fund 5,0.84648836
Fund 4-Fund 6,0.585534
Fund 4-Fund 7,0.61397386
Fund 4-Fund 8,0.68392545
Fund 4-Fund 9,0.8428504
Fund 4-Fund 10,0.8212312
Fund 4-Fund 11,0.7123408
Fund 4-Fund 12,0.68526554
Fund 4-Fund 13,0.82147866
Fund 4-Fund 14,0.7869531
Fund 4-Fund 15,0.65016174
Fund 4-Fund 16,0.81791705
Fund 4-Fund 17,0.80018425
Fund 4-Fund 18,0.78921026
Fund 4-Fund 19,0.74109805
Fund 4-Fund 20,0.8035391
Fund 4-Fund 21,0.7785758
Fund 4-Fund 22,0.7451663
Fund 4-Fund 23,0.5976797
Fund 4-Fund 24,0.7374662
Fund 4-Fund 25,0.7884115
Fund 4-Fund 26,0.6749854
Fund 4-Fund 27,0.6270224
Fund 4-Fund 28,0.8037062
Fund 4-Fund 29,0.7076885
Fund 4-Fund 30,0.7638285
Fund 4-Fund 31,0.7524311
Fund 4-Fund 32,0.74890846
Fund 4-Fund 33,0.8148039
Fund 4-Fund 34,0.70869756
Fund 4-Fund 35,0.7082863
Fund 4-Fund 36,0.70290285
Fund 4-Fund 37,0.74237335
Fund 4-Fund 38,0.7874804
Fund 4-Fund 39,0.79713124
Fund 4-Fund 40,0.7114697
Fund 4-Fund 41,0.83766335
Fund 4-Fund 42,0.5752445
Fund 4-Fund 43,0.7925092
Fund 4-Fund 44,0.77950525
Fund 4-Fund 45,0.78330034
Fund 4-Fund 46,0.8078348
Fund 4-Fund 47,0.8501286
Fund 4-Fund 48,0.68562204
Fund 4-Fund 49,0.7699413
Fund 4-Fund 50,0.80971986
Fund 4-Fund 51,0.8467117
Fund 4-Fund 52,0.7403836
Fund 4-Fund 53,0.77940243
Fund 4-Fund 54,0.8523754
Fund 4-Fund 55,0.7410577
Fund 4-Fund 56,0.677798
Fund 4-Fund 57,0.6907137
Fund 4-Fund 58,0.8230809
Fund 4-Fund 59,0.78474075
Fund 4-Fund 60,0.8628791
Fund 4-Fund 61,0.7842325
Fund 4-Fund 62,0.73840773
Fund 4-Fund 63,0.8264731
Fund 4-Fund 64,0.8595224
Fund 4-Fund 65,0.8088562
Fund 4-Fund 66,0.760106
Fund 4-Fund 67,0.78493834
Fund 4-Fund 68,0.73468703
Fund 4-Fund 69,0.78062195
Fund 4-Fund 70,0.67714846
Fund 4-Fund 71,0.6573412
Fund 4-Fund 72,0.80567473
Fund 4-Fund 73,0.8029989
Fund 4-Fund 74,0.8158388
Fund 4-Fund 75,0.8452603
Fund 4-Fund 76,0.6943551
Fund 4-Fund 77,0.8049114
Fund 4-Fund 78,0.80218637
Fund 4-Fund 79,0.8279238
Fund 4-Fund 80,0.7382094
Fund 4-Fund 81,0.61146116
Fund 4-Fund 82,0.6418024
Fund 4-Fund 83,0.5896623
Fund 4-Fund 84,0.68662226
Fund 4-Fund 85,0.82559144
Fund 4-Fund 86,0.60225004
Fund 4-Fund 87,0.7809933
Fund 4-Fund 88,0.81943804
Fund 4-Fund 89,0.65187234
Fund 4-Fund 90,0.80102664
Fund 4-Fund 91,0.829752
Fund 4-Fund 92,0.7810596
Fund 4-Fund 93,0.85240227
Fund 4-Fund 94,0.5754143
Fund 4-Fund 95,0.6868877
Fund 4-Fund 96,0.71581703
Fund 4-Fund 97,0.81927866
Fund 4-Fund 98,0.77350837
Fund 4-Fund 99,0.83733183
Fund 4-Fund 100,0.7989006
Fund 4-Fund 101,0.81785715
Fund 4-Fund 102,0.79570544
Fund 4-Fund 103,0.8712788
Fund 4-Fund 104,0.7870145
Fund 4-Fund 105,0.7838985
Fund 4-Fund 106,0.83789086
Fund 4-Fund 107,0.7035744
Fund 4-Fund 108,0.7063309
Fund 4-Fund 109,0.8492634
Fund 4-Fund 110,0.7793684
Fund 4-Fund 111,0.7695435
Fund 4-Fund 112,0.8386787
Fund 4-Fund 113,0.72421044
Fund 4-Fund 114,0.82831925
Fund 4-Fund 115,0.7809929
Fund 4-Fund 116,0.77743727
Fund 4-Fund 117,0.78276646
Fund 4-Fund 118,0.80786765
Fund 4-Fund 119,0.78487635
Fund 4-Fund 120,0.6914772
Fund 4-Fund 121,0.8288092
Fund 4-Fund 122,0.8460515
Fund 4-Fund 123,0.73832405
Fund 4-Fund 124,0.75930953
Fund 4-Fund 125,0.7777741
Fund 4-Fund 126,0.7588705
Fund 4-Fund 127,0.8217706
Fund 4-Fund 128,0.6624992
Fund 4-Fund 129,0.80020046
Fund 4-Fund 130,0.71573
Fund 4-Fund 131,0.68303204
Fund 4-Fund 132,0.66963524
Fund 4-Fund 133,0.84031415
Fund 4-Fund 134,0.7881558
Fund 4-Fund 135,0.7940445
Fund 4-Fund 136,0.77949566
Fund 4-Fund 137,0.71198493
Fund 4-Fund 138,0.72564936
Fund 4-Fund 139,0.6596183
Fund 4-Fund 140,0.7574949
Fund 4-Fund 141,0.8004953
Fund 4-Fund 142,0.85509515
Fund 4-Fund 143,0.604941
Fund 4-Fund 144,0.81950855
Fund 4-Fund 145,0.71097547
Fund 4-Fund 146,0.83028334
Fund 4-Fund 147,0.790018
Fund 4-Fund 148,0.8502881
Fund 4-Fund 149,0.80292606
Fund 4-Fund 150,0.8232583
Fund 4-Fund 151,0.6687111
Fund 4-Fund 152,0.7737737
Fund 4-Fund 153,0.77180606
Fund 4-Fund 154,0.72107
Fund 4-Fund 155,0.8577848
Fund 4-Fund 156,0.66819745
Fund 4-Fund 157,0.8183073
Fund 4-Fund 158,0.6388179
Fund 4-Fund 159,0.82473975
Fund 4-Fund 160,0.8086499
Fund 4-Fund 161,0.77676487
Fund 4-Fund 162,0.7347629
Fund 4-Fund 163,0.7337746
Fund 4-Fund 164,0.82455903
Fund 4-Fund 165,0.5818303
Fund 4-Fund 166,0.80457324
Fund 4-Fund 167,0.8033335
Fund 4-Fund 168,0.72377837
Fund 4-Fund 169,0.7797127
Fund 4-Fund 170,0.74355775
Fund 4-Fund 171,0.7043517
Fund 4-Fund 172,0.74652934
Fund 4-Fund 173,0.69973254
Fund 4-Fund 174,0.76458454
Fund 4-Fund 175,0.6543792
Fund 4-Fund 176,0.710209
Fund 4-Fund 177,0.785723
Fund 4-Fund 178,0.7789344
Fund 4-Fund 179,0.7582133
Fund 4-Fund 180,0.8176162
Fund 4-Fund 181,0.74760085
Fund 4-Fund 182,0.7841394
Fund 4-Fund 183,0.7301007
Fund 4-Fund 184,0.72278476
Fund 4-Fund 185,0.7672645
Fund 4-Fund 186,0.5788149
Fund 4-Fund 187,0.79844266
Fund 4-Fund 188,0.84208626
Fund 4-Fund 189,0.76135707
Fund 4-Fund 190,0.78257936
