ID,value
Fund 1-Fund 128,0.73170155
Fund 1-Fund 129,0.7941346
Fund 1-Fund 130,0.666446
Fund 1-Fund 131,0.71976125
Fund 1-Fund 132,0.75361717
Fund 1-Fund 133,0.8041083
Fund 1-Fund 134,0.75349927
Fund 1-Fund 135,0.7715322
Fund 1-Fund 136,0.79808605
Fund 1-Fund 137,0.60151047
Fund 1-Fund 138,0.76463175
Fund 1-Fund 139,0.7642435
Fund 1-Fund 140,0.7897988
Fund 1-Fund 141,0.7621451
Fund 1-Fund 142,0.8172875
Fund 1-Fund 143,0.74560535
Fund 1-Fund 144,0.8000025
Fund 1-Fund 145,0.7486409
Fund 1-Fund 146,0.7900107
Fund 1-Fund 147,0.80194086
Fund 1-Fund 148,0.77724063
Fund 1-Fund 149,0.8032829
Fund 1-Fund 150,0.79854363
Fund 1-Fund 151,0.7481255
Fund 1-Fund 152,0.77215636
Fund 1-Fund 153,0.7623752
Fund 1-Fund 154,0.7491347
Fund 1-Fund 155,0.80650926
Fund 1-Fund 156,0.72191334
Fund 1-Fund 157,0.7818236
Fund 1-Fund 158,0.7714615
Fund 1-Fund 159,0.8083778
Fund 1-Fund 160,0.7753569
Fund 1-Fund 161,0.77897805
Fund 1-Fund 162,0.77385765
Fund 1-Fund 163,0.7386516
Fund 1-Fund 164,0.78491396
Fund 1-Fund 165,0.6279374
Fund 1-Fund 166,0.7995808
Fund 1-Fund 167,0.77958643
Fund 1-Fund 168,0.7862192
Fund 1-Fund 169,0.73545223
Fund 1-Fund 170,0.7646599
Fund 1-Fund 171,0.7603804
Fund 1-Fund 172,0.7756164
Fund 1-Fund 173,0.7618081
Fund 1-Fund 174,0.7730309
Fund 1-Fund 175,0.7224455
Fund 1-Fund 176,0.7431297
Fund 1-Fund 177,0.7910624
Fund 1-Fund 178,0.8045445
Fund 1-Fund 179,0.7863078
Fund 1-Fund 180,0.7984112
Fund 1-Fund 181,0.79577893
Fund 1-Fund 182,0.78994334
Fund 1-Fund 183,0.78135675
Fund 1-Fund 184,0.78316075
Fund 1-Fund 185,0.804892
Fund 1-Fund 186,0.73114586
Fund 1-Fund 187,0.79485947
Fund 1-Fund 188,0.8103259
Fund 1-Fund 189,0.75981885
Fund 1-Fund 190,0.78930163
Fund 1-Fund 191,0.80799645
Fund 1-Fund 192,0.7564401
Fund 1-Fund 193,0.8029576
Fund 1-Fund 194,0.7791795
Fund 1-Fund 195,0.79572797
Fund 1-Fund 196,0.7430644
Fund 1-Fund 197,0.7637748
Fund 1-Fund 198,0.72799474
Fund 1-Fund 199,0.7329828
Fund 1-Fund 200,0.7523727
Fund 2-Fund 3,0.74128616
Fund 2-Fund 4,0.77026594
Fund 2-Fund 5,0.81171095
Fund 2-Fund 6,0.760663
Fund 2-Fund 7,0.8101383
Fund 2-Fund 8,0.8072193
Fund 2-Fund 9,0.8091899
Fund 2-Fund 10,0.8224928
Fund 2-Fund 11,0.83115953
Fund 2-Fund 12,0.8192079
Fund 2-Fund 13,0.82122374
Fund 2-Fund 14,0.75304466
Fund 2-Fund 15,0.7524669
Fund 2-Fund 16,0.7759509
Fund 2-Fund 17,0.8078927
Fund 2-Fund 18,0.7537157
Fund 2-Fund 19,0.7617639
Fund 2-Fund 20,0.8293119
Fund 2-Fund 21,0.8373761
Fund 2-Fund 22,0.80970985
Fund 2-Fund 23,0.79690003
Fund 2-Fund 24,0.7245901
Fund 2-Fund 25,0.7870275
Fund 2-Fund 26,0.8195552
Fund 2-Fund 27,0.69666046
Fund 2-Fund 28,0.77464384
Fund 2-Fund 29,0.79749596
Fund 2-Fund 30,0.7958288
Fund 2-Fund 31,0.8043108
Fund 2-Fund 32,0.7432673
Fund 2-Fund 33,0.8074583
Fund 2-Fund 34,0.68609846
Fund 2-Fund 35,0.77958024
Fund 2-Fund 36,0.7699781
Fund 2-Fund 37,0.59245914
Fund 2-Fund 38,0.82197344
Fund 2-Fund 39,0.8371903
Fund 2-Fund 40,0.74993414
Fund 2-Fund 41,0.8191343
Fund 2-Fund 42,0.69674784
Fund 2-Fund 43,0.69674814
Fund 2-Fund 44,0.8027008
Fund 2-Fund 45,0.78876626
Fund 2-Fund 46,0.84464014
Fund 2-Fund 47,0.7854083
Fund 2-Fund 48,0.63234395
Fund 2-Fund 49,0.7764514
Fund 2-Fund 50,0.80789095
Fund 2-Fund 51,0.77687055
Fund 2-Fund 52,0.77890134
Fund 2-Fund 53,0.70278335
Fund 2-Fund 54,0.8071997
Fund 2-Fund 55,0.813112
Fund 2-Fund 56,0.80210257
Fund 2-Fund 57,0.6960202
Fund 2-Fund 58,0.7339447
Fund 2-Fund 59,0.803279
Fund 2-Fund 60,0.8028309
Fund 2-Fund 61,0.8070621
Fund 2-Fund 62,0.80529946
Fund 2-Fund 63,0.77978134
Fund 2-Fund 64,0.7503379
Fund 2-Fund 65,0.8102723
Fund 2-Fund 66,0.7079546
Fund 2-Fund 67,0.79868245
Fund 2-Fund 68,0.7493731
Fund 2-Fund 69,0.7958155
Fund 2-Fund 70,0.81449705
Fund 2-Fund 71,0.8144928
Fund 2-Fund 72,0.83677834
Fund 2-Fund 73,0.7977012
Fund 2-Fund 74,0.79166687
Fund 2-Fund 75,0.7960613
Fund 2-Fund 76,0.809927
Fund 2-Fund 77,0.7816083
Fund 2-Fund 78,0.7327464
Fund 2-Fund 79,0.8014249
Fund 2-Fund 80,0.8350746
Fund 2-Fund 81,0.8090339
Fund 2-Fund 82,0.80964607
Fund 2-Fund 83,0.6255123
Fund 2-Fund 84,0.73086256
Fund 2-Fund 85,0.7332197
Fund 2-Fund 86,0.8064866
Fund 2-Fund 87,0.7576141
Fund 2-Fund 88,0.81249946
Fund 2-Fund 89,0.6615087
Fund 2-Fund 90,0.81249994
Fund 2-Fund 91,0.72694165
Fund 2-Fund 92,0.83735
Fund 2-Fund 93,0.81229
Fund 2-Fund 94,0.7524439
Fund 2-Fund 95,0.8123179
Fund 2-Fund 96,0.7671569
Fund 2-Fund 97,0.8244994
Fund 2-Fund 98,0.79749554
Fund 2-Fund 99,0.8153263
Fund 2-Fund 100,0.79229116
Fund 2-Fund 101,0.7578366
Fund 2-Fund 102,0.7846001
Fund 2-Fund 103,0.8221446
Fund 2-Fund 104,0.8190877
Fund 2-Fund 105,0.77488846
Fund 2-Fund 106,0.8349528
Fund 2-Fund 107,0.8138437
Fund 2-Fund 108,0.7337783
Fund 2-Fund 109,0.8325079
Fund 2-Fund 110,0.80195296
Fund 2-Fund 111,0.7833677
Fund 2-Fund 112,0.8058616
Fund 2-Fund 113,0.66988343
Fund 2-Fund 114,0.81541026
Fund 2-Fund 115,0.8085026
Fund 2-Fund 116,0.82891876
Fund 2-Fund 117,0.7436526
Fund 2-Fund 118,0.807496
Fund 2-Fund 119,0.8296247
Fund 2-Fund 120,0.8237322
Fund 2-Fund 121,0.82317895
Fund 2-Fund 122,0.8021507
Fund 2-Fund 123,0.6509694
Fund 2-Fund 124,0.74961317
Fund 2-Fund 125,0.7771328
Fund 2-Fund 126,0.82192045
Fund 2-Fund 127,0.7441665
Fund 2-Fund 128,0.7012512
Fund 2-Fund 129,0.82057345
Fund 2-Fund 130,0.66529465
Fund 2-Fund 131,0.64069194
Fund 2-Fund 132,0.8194023
Fund 2-Fund 133,0.8155253
Fund 2-Fund 134,0.77087885
Fund 2-Fund 135,0.7928927
Fund 2-Fund 136,0.78287673
Fund 2-Fund 137,0.62190014
Fund 2-Fund 138,0.81096464
Fund 2-Fund 139,0.82625484
Fund 2-Fund 140,0.83330464
Fund 2-Fund 141,0.83372617
Fund 2-Fund 142,0.7954409
Fund 2-Fund 143,0.7968098
Fund 2-Fund 144,0.80007744
Fund 2-Fund 145,0.8150493
Fund 2-Fund 146,0.81792605
Fund 2-Fund 147,0.79898304
Fund 2-Fund 148,0.7392555
Fund 2-Fund 149,0.775509
Fund 2-Fund 150,0.83862376
Fund 2-Fund 151,0.70677686
Fund 2-Fund 152,0.7612433
Fund 2-Fund 153,0.7580215
Fund 2-Fund 154,0.7789359
Fund 2-Fund 155,0.7701907
Fund 2-Fund 156,0.770243
Fund 2-Fund 157,0.75015694
Fund 2-Fund 158,0.8215751
Fund 2-Fund 159,0.80907524
Fund 2-Fund 160,0.7779805
Fund 2-Fund 161,0.8344506
Fund 2-Fund 162,0.73822737
Fund 2-Fund 163,0.70456415
Fund 2-Fund 164,0.8241347
Fund 2-Fund 165,0.624263
Fund 2-Fund 166,0.78889555
Fund 2-Fund 167,0.7938833
Fund 2-Fund 168,0.8211281
Fund 2-Fund 169,0.7290458
Fund 2-Fund 170,0.7496722
Fund 2-Fund 171,0.71687734
Fund 2-Fund 172,0.71585226
Fund 2-Fund 173,0.7961245
Fund 2-Fund 174,0.76246434
Fund 2-Fund 175,0.65226597
Fund 2-Fund 176,0.7670773
Fund 2-Fund 177,0.838313
Fund 2-Fund 178,0.7801647
Fund 2-Fund 179,0.7467116
Fund 2-Fund 180,0.79473037
Fund 2-Fund 181,0.8362175
Fund 2-Fund 182,0.79162186
Fund 2-Fund 183,0.74285966
Fund 2-Fund 184,0.76859653
Fund 2-Fund 185,0.7759255
Fund 2-Fund 186,0.68850714
Fund 2-Fund 187,0.79872036
Fund 2-Fund 188,0.83638006
Fund 2-Fund 189,0.79096574
Fund 2-Fund 190,0.77450407
Fund 2-Fund 191,0.83218277
Fund 2-Fund 192,0.73419994
Fund 2-Fund 193,0.838905
Fund 2-Fund 194,0.742706
Fund 2-Fund 195,0.7731272
Fund 2-Fund 196,0.7940532
Fund 2-Fund 197,0.84283954
Fund 2-Fund 198,0.7799509
Fund 2-Fund 199,0.82384187
Fund 2-Fund 200,0.8293224
Fund 3-Fund 4,0.78493243
Fund 3-Fund 5,0.7902929
Fund 3-Fund 6,0.67744774
Fund 3-Fund 7,0.7327357
Fund 3-Fund 8,0.70496166
Fund 3-Fund 9,0.7991634
Fund 3-Fund 10,0.7912894
Fund 3-Fund 11,0.7482354
Fund 3-Fund 12,0.783496
Fund 3-Fund 13,0.78808194
Fund 3-Fund 14,0.76846004
Fund 3-Fund 15,0.70784855
Fund 3-Fund 16,0.76725197
Fund 3-Fund 17,0.79604244
Fund 3-Fund 18,0.7367851
Fund 3-Fund 19,0.7779079
Fund 3-Fund 20,0.773153
Fund 3-Fund 21,0.7882602
Fund 3-Fund 22,0.790283
Fund 3-Fund 23,0.69319713
Fund 3-Fund 24,0.6638595
Fund 3-Fund 25,0.7456996
Fund 3-Fund 26,0.77773535
Fund 3-Fund 27,0.66701037
Fund 3-Fund 28,0.77083045
Fund 3-Fund 29,0.6914121
Fund 3-Fund 30,0.7704547
Fund 3-Fund 31,0.77497035
Fund 3-Fund 32,0.698077
Fund 3-Fund 33,0.76971275
Fund 3-Fund 34,0.6510146
Fund 3-Fund 35,0.74585265
Fund 3-Fund 36,0.6505032
Fund 3-Fund 37,0.6324868
Fund 3-Fund 38,0.7909253
Fund 3-Fund 39,0.78279555
Fund 3-Fund 40,0.718602
Fund 3-Fund 41,0.8059954
Fund 3-Fund 42,0.69114906
Fund 3-Fund 43,0.7043131
Fund 3-Fund 44,0.7706873
Fund 3-Fund 45,0.7748771
Fund 3-Fund 46,0.80375516
Fund 3-Fund 47,0.7970939
Fund 3-Fund 48,0.6773914
Fund 3-Fund 49,0.73954576
Fund 3-Fund 50,0.7928123
Fund 3-Fund 51,0.7782353
Fund 3-Fund 52,0.7520833
Fund 3-Fund 53,0.7339969
Fund 3-Fund 54,0.79020816
Fund 3-Fund 55,0.8028986
Fund 3-Fund 56,0.77497977
Fund 3-Fund 57,0.7033453
Fund 3-Fund 58,0.75798184
Fund 3-Fund 59,0.7819205
Fund 3-Fund 60,0.8018234
Fund 3-Fund 61,0.792688
Fund 3-Fund 62,0.75752395
Fund 3-Fund 63,0.7748571
Fund 3-Fund 64,0.7727458
Fund 3-Fund 65,0.7838419
Fund 3-Fund 66,0.73810315
Fund 3-Fund 67,0.77319384
Fund 3-Fund 68,0.7150754
Fund 3-Fund 69,0.7577363
Fund 3-Fund 70,0.71700466
Fund 3-Fund 71,0.73052603
Fund 3-Fund 72,0.79904616
Fund 3-Fund 73,0.7768877
Fund 3-Fund 74,0.7596637
Fund 3-Fund 75,0.77259976
Fund 3-Fund 76,0.72065026
Fund 3-Fund 77,0.7683485
Fund 3-Fund 78,0.740368
Fund 3-Fund 79,0.7836808
Fund 3-Fund 80,0.75771743
Fund 3-Fund 81,0.78276056
Fund 3-Fund 82,0.7416379
Fund 3-Fund 83,0.6499598
Fund 3-Fund 84,0.7814596
Fund 3-Fund 85,0.7355414
Fund 3-Fund 86,0.7587526
Fund 3-Fund 87,0.75656533
Fund 3-Fund 88,0.805777
Fund 3-Fund 89,0.6933617
Fund 3-Fund 90,0.75212604
Fund 3-Fund 91,0.74256617
Fund 3-Fund 92,0.79637986
Fund 3-Fund 93,0.7822246
Fund 3-Fund 94,0.6431287
Fund 3-Fund 95,0.7834681
Fund 3-Fund 96,0.73918575
Fund 3-Fund 97,0.7798364
Fund 3-Fund 98,0.80000323
Fund 3-Fund 99,0.8018538
Fund 3-Fund 100,0.7956206
Fund 3-Fund 101,0.76497406
Fund 3-Fund 102,0.7431309
Fund 3-Fund 103,0.81362337
Fund 3-Fund 104,0.7834276
Fund 3-Fund 105,0.76517916
Fund 3-Fund 106,0.7925066
Fund 3-Fund 107,0.8065252
Fund 3-Fund 108,0.7083877
Fund 3-Fund 109,0.7999929
Fund 3-Fund 110,0.7595949
Fund 3-Fund 111,0.7809986
Fund 3-Fund 112,0.79570305
Fund 3-Fund 113,0.7067852
Fund 3-Fund 114,0.81115735
Fund 3-Fund 115,0.78388816
Fund 3-Fund 116,0.78577983
Fund 3-Fund 117,0.777412
Fund 3-Fund 118,0.8150306
Fund 3-Fund 119,0.7722799
Fund 3-Fund 120,0.75799507
Fund 3-Fund 121,0.7978621
Fund 3-Fund 122,0.81721014
Fund 3-Fund 123,0.7192763
Fund 3-Fund 124,0.7533366
Fund 3-Fund 125,0.75711006
Fund 3-Fund 126,0.7781979
Fund 3-Fund 127,0.7727407
Fund 3-Fund 128,0.70626485
Fund 3-Fund 129,0.7859394
Fund 3-Fund 130,0.63938445
Fund 3-Fund 131,0.68323034
Fund 3-Fund 132,0.7233323
Fund 3-Fund 133,0.7928877
Fund 3-Fund 134,0.7522962
Fund 3-Fund 135,0.77719563
Fund 3-Fund 136,0.78669745
Fund 3-Fund 137,0.6150687
Fund 3-Fund 138,0.7335257
Fund 3-Fund 139,0.76631814
Fund 3-Fund 140,0.77307314
Fund 3-Fund 141,0.7545129
Fund 3-Fund 142,0.7843216
Fund 3-Fund 143,0.75663584
Fund 3-Fund 144,0.79115486
Fund 3-Fund 145,0.75288093
Fund 3-Fund 146,0.80302006
Fund 3-Fund 147,0.78866976
Fund 3-Fund 148,0.75325096
Fund 3-Fund 149,0.7841714
Fund 3-Fund 150,0.8093242
Fund 3-Fund 151,0.6940294
Fund 3-Fund 152,0.76654875
Fund 3-Fund 153,0.7362514
Fund 3-Fund 154,0.74884653
Fund 3-Fund 155,0.78741795
Fund 3-Fund 156,0.71467614
Fund 3-Fund 157,0.75675505
Fund 3-Fund 158,0.78304666
Fund 3-Fund 159,0.77956825
Fund 3-Fund 160,0.75737
Fund 3-Fund 161,0.78724676
Fund 3-Fund 162,0.7370728
Fund 3-Fund 163,0.6953516
Fund 3-Fund 164,0.7687257
Fund 3-Fund 165,0.60914123
Fund 3-Fund 166,0.7968523
Fund 3-Fund 167,0.7674872
Fund 3-Fund 168,0.7892432
Fund 3-Fund 169,0.7265984
Fund 3-Fund 170,0.75816905
Fund 3-Fund 171,0.7330518
Fund 3-Fund 172,0.74089915
Fund 3-Fund 173,0.7634842
Fund 3-Fund 174,0.77162313
Fund 3-Fund 175,0.709921
Fund 3-Fund 176,0.73277515
Fund 3-Fund 177,0.791041
Fund 3-Fund 178,0.78792703
Fund 3-Fund 179,0.7807657
Fund 3-Fund 180,0.7917585
Fund 3-Fund 181,0.78790337
Fund 3-Fund 182,0.7646063
Fund 3-Fund 183,0.77193743
Fund 3-Fund 184,0.7905721
Fund 3-Fund 185,0.7975742
Fund 3-Fund 186,0.6905695
Fund 3-Fund 187,0.7736633
Fund 3-Fund 188,0.797551
Fund 3-Fund 189,0.7653993
Fund 3-Fund 190,0.762572
Fund 3-Fund 191,0.7911431
Fund 3-Fund 192,0.77655125
Fund 3-Fund 193,0.80536014
Fund 3-Fund 194,0.7690659
Fund 3-Fund 195,0.78920734
Fund 3-Fund 196,0.74947125
Fund 3-Fund 197,0.77692807
Fund 3-Fund 198,0.7324049
Fund 3-Fund 199,0.7419573
Fund 3-Fund 200,0.7538702
Fund 4-Fund 5,0.8180421
Fund 4-Fund 6,0.69154096
Fund 4-Fund 7,0.7404161
Fund 4-Fund 8,0.71886903
Fund 4-Fund 9,0.82451403
Fund 4-Fund 10,0.8092942
Fund 4-Fund 11,0.7440594
Fund 4-Fund 12,0.7831163
Fund 4-Fund 13,0.81633204
Fund 4-Fund 14,0.77841765
Fund 4-Fund 15,0.7194139
Fund 4-Fund 16,0.78007543
Fund 4-Fund 17,0.78813595
Fund 4-Fund 18,0.76810485
Fund 4-Fund 19,0.7834921
Fund 4-Fund 20,0.79498386
Fund 4-Fund 21,0.7878121
Fund 4-Fund 22,0.7891563
Fund 4-Fund 23,0.6837665
Fund 4-Fund 24,0.69839805
Fund 4-Fund 25,0.779185
Fund 4-Fund 26,0.77889127
Fund 4-Fund 27,0.64245063
Fund 4-Fund 28,0.7958522
Fund 4-Fund 29,0.72672516
Fund 4-Fund 30,0.780302
Fund 4-Fund 31,0.7734652
Fund 4-Fund 32,0.68722785
Fund 4-Fund 33,0.8055125
Fund 4-Fund 34,0.6212373
Fund 4-Fund 35,0.73027074
Fund 4-Fund 36,0.6617563
Fund 4-Fund 37,0.7112308
Fund 4-Fund 38,0.7974768
Fund 4-Fund 39,0.80771726
Fund 4-Fund 40,0.72770417
Fund 4-Fund 41,0.82022154
Fund 4-Fund 42,0.6723433
Fund 4-Fund 43,0.7493661
Fund 4-Fund 44,0.7941076
Fund 4-Fund 45,0.77119446
Fund 4-Fund 46,0.8137499
Fund 4-Fund 47,0.8095119
Fund 4-Fund 48,0.6793433
Fund 4-Fund 49,0.75430787
Fund 4-Fund 50,0.79754037
Fund 4-Fund 51,0.7997441
Fund 4-Fund 52,0.7792689
Fund 4-Fund 53,0.7513322
Fund 4-Fund 54,0.82548004
Fund 4-Fund 55,0.794028
Fund 4-Fund 56,0.761133
Fund 4-Fund 57,0.7176712
Fund 4-Fund 58,0.7884184
Fund 4-Fund 59,0.78945076
Fund 4-Fund 60,0.83140284
Fund 4-Fund 61,0.7758879
Fund 4-Fund 62,0.7678851
Fund 4-Fund 63,0.80382836
Fund 4-Fund 64,0.8081991
Fund 4-Fund 65,0.80496496
Fund 4-Fund 66,0.759529
Fund 4-Fund 67,0.79195005
Fund 4-Fund 68,0.6916629
Fund 4-Fund 69,0.7691328
Fund 4-Fund 70,0.7352873
Fund 4-Fund 71,0.742016
Fund 4-Fund 72,0.81767094
Fund 4-Fund 73,0.7851364
Fund 4-Fund 74,0.79685503
Fund 4-Fund 75,0.8042935
Fund 4-Fund 76,0.72641903
Fund 4-Fund 77,0.8067015
Fund 4-Fund 78,0.77466
Fund 4-Fund 79,0.8086221
Fund 4-Fund 80,0.7704925
Fund 4-Fund 81,0.7580386
Fund 4-Fund 82,0.7243619
Fund 4-Fund 83,0.6677908
Fund 4-Fund 84,0.7725969
Fund 4-Fund 85,0.78086245
Fund 4-Fund 86,0.750085
Fund 4-Fund 87,0.77107704
Fund 4-Fund 88,0.81752896
Fund 4-Fund 89,0.7082123
Fund 4-Fund 90,0.7878645
Fund 4-Fund 91,0.7727297
Fund 4-Fund 92,0.8121516
Fund 4-Fund 93,0.82152516
Fund 4-Fund 94,0.5930094
Fund 4-Fund 95,0.77415204
Fund 4-Fund 96,0.7579808
Fund 4-Fund 97,0.7966118
Fund 4-Fund 98,0.79216075
Fund 4-Fund 99,0.82460105
Fund 4-Fund 100,0.7846722
Fund 4-Fund 101,0.7853691
Fund 4-Fund 102,0.77959466
Fund 4-Fund 103,0.8411921
Fund 4-Fund 104,0.8156621
Fund 4-Fund 105,0.7761812
Fund 4-Fund 106,0.8212735
Fund 4-Fund 107,0.7947007
Fund 4-Fund 108,0.72301114
Fund 4-Fund 109,0.8239839
Fund 4-Fund 110,0.78727305
Fund 4-Fund 111,0.7865008
Fund 4-Fund 112,0.7867863
Fund 4-Fund 113,0.73397744
Fund 4-Fund 114,0.8293498
Fund 4-Fund 115,0.78013766
Fund 4-Fund 116,0.79456216
Fund 4-Fund 117,0.7972942
Fund 4-Fund 118,0.8097636
Fund 4-Fund 119,0.8058354
Fund 4-Fund 120,0.7641334
Fund 4-Fund 121,0.81994617
Fund 4-Fund 122,0.8165541
Fund 4-Fund 123,0.73674965
Fund 4-Fund 124,0.76035905
Fund 4-Fund 125,0.77202964
Fund 4-Fund 126,0.78240526
Fund 4-Fund 127,0.78824794
Fund 4-Fund 128,0.6992758
Fund 4-Fund 129,0.8050951
Fund 4-Fund 130,0.63723683
Fund 4-Fund 131,0.67698586
Fund 4-Fund 132,0.7541275
Fund 4-Fund 133,0.82543457
Fund 4-Fund 134,0.768285
Fund 4-Fund 135,0.78703624
Fund 4-Fund 136,0.78866816
Fund 4-Fund 137,0.57008857
Fund 4-Fund 138,0.7636585
Fund 4-Fund 139,0.7749934
Fund 4-Fund 140,0.7937012
Fund 4-Fund 141,0.78245765
Fund 4-Fund 142,0.82647836
Fund 4-Fund 143,0.7483768
Fund 4-Fund 144,0.81754327
Fund 4-Fund 145,0.75894326
Fund 4-Fund 146,0.8076374
Fund 4-Fund 147,0.8105801
Fund 4-Fund 148,0.79390156
Fund 4-Fund 149,0.8026093
Fund 4-Fund 150,0.8295967
Fund 4-Fund 151,0.694221
Fund 4-Fund 152,0.7536362
Fund 4-Fund 153,0.7570122
Fund 4-Fund 154,0.76903176
Fund 4-Fund 155,0.8148865
Fund 4-Fund 156,0.7027785
Fund 4-Fund 157,0.7923956
Fund 4-Fund 158,0.775011
Fund 4-Fund 159,0.80369383
Fund 4-Fund 160,0.77530104
Fund 4-Fund 161,0.7856995
Fund 4-Fund 162,0.74380064
Fund 4-Fund 163,0.7548327
Fund 4-Fund 164,0.80804884
Fund 4-Fund 165,0.60740966
Fund 4-Fund 166,0.8092354
Fund 4-Fund 167,0.78092915
Fund 4-Fund 168,0.7847801
Fund 4-Fund 169,0.7699247
Fund 4-Fund 170,0.7663753
Fund 4-Fund 171,0.72015744
Fund 4-Fund 172,0.7494871
Fund 4-Fund 173,0.76402473
Fund 4-Fund 174,0.7681269
Fund 4-Fund 175,0.69176894
Fund 4-Fund 176,0.77151734
Fund 4-Fund 177,0.79521334
Fund 4-Fund 178,0.79224956
Fund 4-Fund 179,0.778673
Fund 4-Fund 180,0.81570214
Fund 4-Fund 181,0.7976064
Fund 4-Fund 182,0.7796442
Fund 4-Fund 183,0.7679792
Fund 4-Fund 184,0.77120525
Fund 4-Fund 185,0.79856116
Fund 4-Fund 186,0.67196727
Fund 4-Fund 187,0.79265857
Fund 4-Fund 188,0.8182619
Fund 4-Fund 189,0.7733901
Fund 4-Fund 190,0.77132726
