ID,value
Fund 1-Fund 97,0.74120903
Fund 1-Fund 98,0.78489363
Fund 1-Fund 99,0.776982
Fund 1-Fund 100,0.7758274
Fund 1-Fund 101,0.7924917
Fund 1-Fund 102,0.73276126
Fund 1-Fund 103,0.7968754
Fund 1-Fund 104,0.7359709
Fund 1-Fund 105,0.76544607
Fund 1-Fund 106,0.75348735
Fund 1-Fund 107,0.7574753
Fund 1-Fund 108,0.7750415
Fund 1-Fund 109,0.763874
Fund 1-Fund 110,0.7533429
Fund 1-Fund 111,0.79532665
Fund 1-Fund 112,0.7850056
Fund 1-Fund 113,0.76898015
Fund 1-Fund 114,0.7761085
Fund 1-Fund 115,0.79276216
Fund 1-Fund 116,0.7368832
Fund 1-Fund 117,0.7458714
Fund 1-Fund 118,0.77995896
Fund 1-Fund 119,0.7284192
Fund 1-Fund 120,0.7697325
Fund 1-Fund 121,0.75207186
Fund 1-Fund 122,0.7865703
Fund 1-Fund 123,0.7549447
Fund 1-Fund 124,0.81294024
Fund 1-Fund 125,0.71629804
Fund 1-Fund 126,0.74453217
Fund 1-Fund 127,0.77665555
Fund 1-Fund 128,0.742616
Fund 1-Fund 129,0.7577749
Fund 1-Fund 130,0.7453193
Fund 1-Fund 131,0.7446836
Fund 1-Fund 132,0.7892399
Fund 1-Fund 133,0.7621952
Fund 1-Fund 134,0.7569125
Fund 1-Fund 135,0.780396
Fund 1-Fund 136,0.80032957
Fund 1-Fund 137,0.68135756
Fund 1-Fund 138,0.7886719
Fund 1-Fund 139,0.76445055
Fund 1-Fund 140,0.79152536
Fund 1-Fund 141,0.6908879
Fund 1-Fund 142,0.80085796
Fund 1-Fund 143,0.78008866
Fund 1-Fund 144,0.78611577
Fund 1-Fund 145,0.7798853
Fund 1-Fund 146,0.77272063
Fund 1-Fund 147,0.75827926
Fund 1-Fund 148,0.7773396
Fund 1-Fund 149,0.7603086
Fund 1-Fund 150,0.7372025
Fund 1-Fund 151,0.73844814
Fund 1-Fund 152,0.76996374
Fund 1-Fund 153,0.78813386
Fund 1-Fund 154,0.7205637
Fund 1-Fund 155,0.77711046
Fund 1-Fund 156,0.75211626
Fund 1-Fund 157,0.76880044
Fund 1-Fund 158,0.7555486
Fund 1-Fund 159,0.8106808
Fund 1-Fund 160,0.79969877
Fund 1-Fund 161,0.7371129
Fund 1-Fund 162,0.8010678
Fund 1-Fund 163,0.7311623
Fund 1-Fund 164,0.7730236
Fund 1-Fund 165,0.732795
Fund 1-Fund 166,0.79684687
Fund 1-Fund 167,0.71812975
Fund 1-Fund 168,0.74498206
Fund 1-Fund 169,0.7377504
Fund 1-Fund 170,0.7731289
Fund 1-Fund 171,0.77158064
Fund 1-Fund 172,0.7822974
Fund 1-Fund 173,0.7604733
Fund 1-Fund 174,0.76333475
Fund 1-Fund 175,0.69852513
Fund 1-Fund 176,0.74211234
Fund 1-Fund 177,0.7413415
Fund 1-Fund 178,0.7990886
Fund 1-Fund 179,0.7717541
Fund 1-Fund 180,0.7704445
Fund 1-Fund 181,0.75992805
Fund 1-Fund 182,0.7868538
Fund 1-Fund 183,0.7799539
Fund 1-Fund 184,0.7424121
Fund 1-Fund 185,0.77262396
Fund 1-Fund 186,0.7485389
Fund 1-Fund 187,0.8034241
Fund 1-Fund 188,0.7886324
Fund 1-Fund 189,0.68588656
Fund 1-Fund 190,0.76671565
Fund 1-Fund 191,0.7722228
Fund 1-Fund 192,0.7425422
Fund 1-Fund 193,0.730085
Fund 1-Fund 194,0.7659402
Fund 1-Fund 195,0.7553079
Fund 1-Fund 196,0.7316511
Fund 1-Fund 197,0.73156077
Fund 1-Fund 198,0.75132066
Fund 1-Fund 199,0.7628904
Fund 1-Fund 200,0.76645684
Fund 2-Fund 3,0.698598
Fund 2-Fund 4,0.6871135
Fund 2-Fund 5,0.8153523
Fund 2-Fund 6,0.7748644
Fund 2-Fund 7,0.8066503
Fund 2-Fund 8,0.8010841
Fund 2-Fund 9,0.792769
Fund 2-Fund 10,0.7799528
Fund 2-Fund 11,0.8145801
Fund 2-Fund 12,0.7852507
Fund 2-Fund 13,0.80099094
Fund 2-Fund 14,0.6909165
Fund 2-Fund 15,0.7642125
Fund 2-Fund 16,0.7623054
Fund 2-Fund 17,0.7841268
Fund 2-Fund 18,0.72738814
Fund 2-Fund 19,0.7132914
Fund 2-Fund 20,0.7752807
Fund 2-Fund 21,0.8114745
Fund 2-Fund 22,0.76741123
Fund 2-Fund 23,0.80708325
Fund 2-Fund 24,0.76451695
Fund 2-Fund 25,0.753157
Fund 2-Fund 26,0.7695416
Fund 2-Fund 27,0.74654573
Fund 2-Fund 28,0.7682172
Fund 2-Fund 29,0.7223945
Fund 2-Fund 30,0.69898313
Fund 2-Fund 31,0.77612007
Fund 2-Fund 32,0.7889366
Fund 2-Fund 33,0.7612222
Fund 2-Fund 34,0.7389443
Fund 2-Fund 35,0.7643228
Fund 2-Fund 36,0.7747488
Fund 2-Fund 37,0.58224934
Fund 2-Fund 38,0.81652844
Fund 2-Fund 39,0.7940299
Fund 2-Fund 40,0.7372598
Fund 2-Fund 41,0.7978325
Fund 2-Fund 42,0.71077514
Fund 2-Fund 43,0.58703625
Fund 2-Fund 44,0.7529423
Fund 2-Fund 45,0.78360337
Fund 2-Fund 46,0.80650055
Fund 2-Fund 47,0.7696282
Fund 2-Fund 48,0.5621245
Fund 2-Fund 49,0.76335496
Fund 2-Fund 50,0.7690008
Fund 2-Fund 51,0.76730967
Fund 2-Fund 52,0.742126
Fund 2-Fund 53,0.666395
Fund 2-Fund 54,0.7902344
Fund 2-Fund 55,0.8020569
Fund 2-Fund 56,0.7933782
Fund 2-Fund 57,0.6602137
Fund 2-Fund 58,0.7143418
Fund 2-Fund 59,0.788076
Fund 2-Fund 60,0.7784841
Fund 2-Fund 61,0.7912991
Fund 2-Fund 62,0.8224941
Fund 2-Fund 63,0.72250015
Fund 2-Fund 64,0.6956142
Fund 2-Fund 65,0.7831166
Fund 2-Fund 66,0.65747714
Fund 2-Fund 67,0.7943805
Fund 2-Fund 68,0.7911476
Fund 2-Fund 69,0.77417004
Fund 2-Fund 70,0.79858017
Fund 2-Fund 71,0.8038897
Fund 2-Fund 72,0.793984
Fund 2-Fund 73,0.7992378
Fund 2-Fund 74,0.75116014
Fund 2-Fund 75,0.756083
Fund 2-Fund 76,0.7930779
Fund 2-Fund 77,0.7122489
Fund 2-Fund 78,0.6676227
Fund 2-Fund 79,0.7396587
Fund 2-Fund 80,0.78558195
Fund 2-Fund 81,0.7680736
Fund 2-Fund 82,0.7701195
Fund 2-Fund 83,0.50395405
Fund 2-Fund 84,0.6575333
Fund 2-Fund 85,0.69047236
Fund 2-Fund 86,0.7794026
Fund 2-Fund 87,0.7171943
Fund 2-Fund 88,0.82095224
Fund 2-Fund 89,0.5915268
Fund 2-Fund 90,0.78286475
Fund 2-Fund 91,0.70720917
Fund 2-Fund 92,0.7736582
Fund 2-Fund 93,0.77081364
Fund 2-Fund 94,0.7407647
Fund 2-Fund 95,0.8058156
Fund 2-Fund 96,0.75956964
Fund 2-Fund 97,0.7689936
Fund 2-Fund 98,0.76180935
Fund 2-Fund 99,0.7792872
Fund 2-Fund 100,0.7579545
Fund 2-Fund 101,0.74472445
Fund 2-Fund 102,0.73831
Fund 2-Fund 103,0.8027777
Fund 2-Fund 104,0.7633396
Fund 2-Fund 105,0.7273275
Fund 2-Fund 106,0.8031318
Fund 2-Fund 107,0.7691555
Fund 2-Fund 108,0.76908886
Fund 2-Fund 109,0.8233398
Fund 2-Fund 110,0.7730413
Fund 2-Fund 111,0.78402424
Fund 2-Fund 112,0.7958895
Fund 2-Fund 113,0.58997905
Fund 2-Fund 114,0.7984909
Fund 2-Fund 115,0.8346751
Fund 2-Fund 116,0.7843203
Fund 2-Fund 117,0.71247077
Fund 2-Fund 118,0.77568257
Fund 2-Fund 119,0.7607825
Fund 2-Fund 120,0.7920244
Fund 2-Fund 121,0.77181804
Fund 2-Fund 122,0.77164006
Fund 2-Fund 123,0.54873174
Fund 2-Fund 124,0.76438546
Fund 2-Fund 125,0.7231031
Fund 2-Fund 126,0.77321523
Fund 2-Fund 127,0.66451204
Fund 2-Fund 128,0.6654612
Fund 2-Fund 129,0.7820238
Fund 2-Fund 130,0.72450334
Fund 2-Fund 131,0.67992294
Fund 2-Fund 132,0.8068725
Fund 2-Fund 133,0.75719583
Fund 2-Fund 134,0.7389827
Fund 2-Fund 135,0.7788469
Fund 2-Fund 136,0.7676999
Fund 2-Fund 137,0.71944475
Fund 2-Fund 138,0.7555551
Fund 2-Fund 139,0.8095427
Fund 2-Fund 140,0.78719276
Fund 2-Fund 141,0.76471394
Fund 2-Fund 142,0.7896818
Fund 2-Fund 143,0.77380687
Fund 2-Fund 144,0.7701298
Fund 2-Fund 145,0.78923446
Fund 2-Fund 146,0.79587775
Fund 2-Fund 147,0.76699334
Fund 2-Fund 148,0.66221297
Fund 2-Fund 149,0.72183007
Fund 2-Fund 150,0.76486015
Fund 2-Fund 151,0.6982897
Fund 2-Fund 152,0.7550605
Fund 2-Fund 153,0.7471668
Fund 2-Fund 154,0.7360429
Fund 2-Fund 155,0.6903349
Fund 2-Fund 156,0.7843292
Fund 2-Fund 157,0.7116753
Fund 2-Fund 158,0.7886556
Fund 2-Fund 159,0.78154427
Fund 2-Fund 160,0.76213366
Fund 2-Fund 161,0.7830334
Fund 2-Fund 162,0.75342995
Fund 2-Fund 163,0.6635905
Fund 2-Fund 164,0.79066813
Fund 2-Fund 165,0.72270674
Fund 2-Fund 166,0.7533294
Fund 2-Fund 167,0.7306569
Fund 2-Fund 168,0.8059095
Fund 2-Fund 169,0.6491472
Fund 2-Fund 170,0.7251863
Fund 2-Fund 171,0.7221261
Fund 2-Fund 172,0.71697974
Fund 2-Fund 173,0.78194666
Fund 2-Fund 174,0.78601116
Fund 2-Fund 175,0.57145786
Fund 2-Fund 176,0.703499
Fund 2-Fund 177,0.784636
Fund 2-Fund 178,0.7843251
Fund 2-Fund 179,0.7025635
Fund 2-Fund 180,0.77071923
Fund 2-Fund 181,0.78425497
Fund 2-Fund 182,0.76745677
Fund 2-Fund 183,0.72059995
Fund 2-Fund 184,0.7291701
Fund 2-Fund 185,0.74301624
Fund 2-Fund 186,0.7259414
Fund 2-Fund 187,0.78931636
Fund 2-Fund 188,0.8313064
Fund 2-Fund 189,0.6887535
Fund 2-Fund 190,0.7706409
Fund 2-Fund 191,0.78228486
Fund 2-Fund 192,0.70992804
Fund 2-Fund 193,0.7812074
Fund 2-Fund 194,0.7553881
Fund 2-Fund 195,0.7331463
Fund 2-Fund 196,0.7405915
Fund 2-Fund 197,0.7823389
Fund 2-Fund 198,0.7747143
Fund 2-Fund 199,0.7998959
Fund 2-Fund 200,0.79488456
Fund 3-Fund 4,0.7539969
Fund 3-Fund 5,0.76838934
Fund 3-Fund 6,0.73689663
Fund 3-Fund 7,0.7332226
Fund 3-Fund 8,0.73911434
Fund 3-Fund 9,0.75373644
Fund 3-Fund 10,0.7545699
Fund 3-Fund 11,0.70899755
Fund 3-Fund 12,0.7341228
Fund 3-Fund 13,0.7717926
Fund 3-Fund 14,0.7605909
Fund 3-Fund 15,0.722611
Fund 3-Fund 16,0.76013345
Fund 3-Fund 17,0.78551
Fund 3-Fund 18,0.7116437
Fund 3-Fund 19,0.74020684
Fund 3-Fund 20,0.6735887
Fund 3-Fund 21,0.7366836
Fund 3-Fund 22,0.7453997
Fund 3-Fund 23,0.72329754
Fund 3-Fund 24,0.72818416
Fund 3-Fund 25,0.7582381
Fund 3-Fund 26,0.7178279
Fund 3-Fund 27,0.6992887
Fund 3-Fund 28,0.7594186
Fund 3-Fund 29,0.62983334
Fund 3-Fund 30,0.67816615
Fund 3-Fund 31,0.75210786
Fund 3-Fund 32,0.72389436
Fund 3-Fund 33,0.73497057
Fund 3-Fund 34,0.6106988
Fund 3-Fund 35,0.72607344
Fund 3-Fund 36,0.69024134
Fund 3-Fund 37,0.66323787
Fund 3-Fund 38,0.76768845
Fund 3-Fund 39,0.73608565
Fund 3-Fund 40,0.7173019
Fund 3-Fund 41,0.74210435
Fund 3-Fund 42,0.7257936
Fund 3-Fund 43,0.6692339
Fund 3-Fund 44,0.73270756
Fund 3-Fund 45,0.77357435
Fund 3-Fund 46,0.7562704
Fund 3-Fund 47,0.7796716
Fund 3-Fund 48,0.70234025
Fund 3-Fund 49,0.7304909
Fund 3-Fund 50,0.75471973
Fund 3-Fund 51,0.75856185
Fund 3-Fund 52,0.7494044
Fund 3-Fund 53,0.748214
Fund 3-Fund 54,0.7753412
Fund 3-Fund 55,0.75321466
Fund 3-Fund 56,0.75634265
Fund 3-Fund 57,0.7139182
Fund 3-Fund 58,0.75580585
Fund 3-Fund 59,0.7624812
Fund 3-Fund 60,0.76594234
Fund 3-Fund 61,0.7650375
Fund 3-Fund 62,0.73225105
Fund 3-Fund 63,0.7591016
Fund 3-Fund 64,0.7544419
Fund 3-Fund 65,0.75010055
Fund 3-Fund 66,0.74422544
Fund 3-Fund 67,0.7742115
Fund 3-Fund 68,0.7520199
Fund 3-Fund 69,0.74880284
Fund 3-Fund 70,0.70344424
Fund 3-Fund 71,0.7360729
Fund 3-Fund 72,0.73822784
Fund 3-Fund 73,0.76412964
Fund 3-Fund 74,0.75568765
Fund 3-Fund 75,0.7462006
Fund 3-Fund 76,0.7404823
Fund 3-Fund 77,0.7386506
Fund 3-Fund 78,0.7474766
Fund 3-Fund 79,0.75285316
Fund 3-Fund 80,0.7024718
Fund 3-Fund 81,0.69767064
Fund 3-Fund 82,0.67294014
Fund 3-Fund 83,0.64177793
Fund 3-Fund 84,0.73115975
Fund 3-Fund 85,0.73554933
Fund 3-Fund 86,0.7013391
Fund 3-Fund 87,0.74988747
Fund 3-Fund 88,0.74493575
Fund 3-Fund 89,0.60966265
Fund 3-Fund 90,0.73769414
Fund 3-Fund 91,0.74836606
Fund 3-Fund 92,0.7385237
Fund 3-Fund 93,0.7509947
Fund 3-Fund 94,0.504341
Fund 3-Fund 95,0.77708226
Fund 3-Fund 96,0.7559599
Fund 3-Fund 97,0.7204486
Fund 3-Fund 98,0.7758626
Fund 3-Fund 99,0.752617
Fund 3-Fund 100,0.789396
Fund 3-Fund 101,0.7496003
Fund 3-Fund 102,0.71910304
Fund 3-Fund 103,0.7572463
Fund 3-Fund 104,0.7343656
Fund 3-Fund 105,0.7303522
Fund 3-Fund 106,0.73832935
Fund 3-Fund 107,0.76540315
Fund 3-Fund 108,0.7639918
Fund 3-Fund 109,0.7490797
Fund 3-Fund 110,0.7510736
Fund 3-Fund 111,0.77409506
Fund 3-Fund 112,0.7775205
Fund 3-Fund 113,0.7212361
Fund 3-Fund 114,0.7652361
Fund 3-Fund 115,0.76492095
Fund 3-Fund 116,0.7408636
Fund 3-Fund 117,0.72268593
Fund 3-Fund 118,0.77841043
Fund 3-Fund 119,0.7003714
Fund 3-Fund 120,0.7271028
Fund 3-Fund 121,0.7293601
Fund 3-Fund 122,0.7843253
Fund 3-Fund 123,0.73068064
Fund 3-Fund 124,0.76720315
Fund 3-Fund 125,0.71226186
Fund 3-Fund 126,0.74806684
Fund 3-Fund 127,0.7498907
Fund 3-Fund 128,0.7355112
Fund 3-Fund 129,0.75256705
Fund 3-Fund 130,0.71096665
Fund 3-Fund 131,0.72843975
Fund 3-Fund 132,0.7411089
Fund 3-Fund 133,0.7519511
Fund 3-Fund 134,0.7292712
Fund 3-Fund 135,0.76556987
Fund 3-Fund 136,0.7773022
Fund 3-Fund 137,0.62271744
Fund 3-Fund 138,0.7322694
Fund 3-Fund 139,0.7217012
Fund 3-Fund 140,0.7487883
Fund 3-Fund 141,0.6733699
Fund 3-Fund 142,0.76047736
Fund 3-Fund 143,0.73575425
Fund 3-Fund 144,0.7665114
Fund 3-Fund 145,0.7529356
Fund 3-Fund 146,0.7652493
Fund 3-Fund 147,0.7422687
Fund 3-Fund 148,0.73573977
Fund 3-Fund 149,0.722282
Fund 3-Fund 150,0.7407577
Fund 3-Fund 151,0.69260246
Fund 3-Fund 152,0.7687201
Fund 3-Fund 153,0.75904757
Fund 3-Fund 154,0.7020076
Fund 3-Fund 155,0.74661523
Fund 3-Fund 156,0.7183668
Fund 3-Fund 157,0.750708
Fund 3-Fund 158,0.75196695
Fund 3-Fund 159,0.7523566
Fund 3-Fund 160,0.75483435
Fund 3-Fund 161,0.7412386
Fund 3-Fund 162,0.7610074
Fund 3-Fund 163,0.71636313
Fund 3-Fund 164,0.7294759
Fund 3-Fund 165,0.601329
Fund 3-Fund 166,0.77543557
Fund 3-Fund 167,0.66923916
Fund 3-Fund 168,0.735202
Fund 3-Fund 169,0.725657
Fund 3-Fund 170,0.7613807
Fund 3-Fund 171,0.7555218
Fund 3-Fund 172,0.7619164
Fund 3-Fund 173,0.77548635
Fund 3-Fund 174,0.75214416
Fund 3-Fund 175,0.6603899
Fund 3-Fund 176,0.7094972
Fund 3-Fund 177,0.74876076
Fund 3-Fund 178,0.77381897
Fund 3-Fund 179,0.77605754
Fund 3-Fund 180,0.74139446
Fund 3-Fund 181,0.7615067
Fund 3-Fund 182,0.7622126
Fund 3-Fund 183,0.7620057
Fund 3-Fund 184,0.7476672
Fund 3-Fund 185,0.76310384
Fund 3-Fund 186,0.72260654
Fund 3-Fund 187,0.7371021
Fund 3-Fund 188,0.7599585
Fund 3-Fund 189,0.66599256
Fund 3-Fund 190,0.75270396
Fund 3-Fund 191,0.7439934
Fund 3-Fund 192,0.7506144
Fund 3-Fund 193,0.71872735
Fund 3-Fund 194,0.7633441
Fund 3-Fund 195,0.7592952
Fund 3-Fund 196,0.70371276
Fund 3-Fund 197,0.71302474
Fund 3-Fund 198,0.73127264
Fund 3-Fund 199,0.72759694
Fund 3-Fund 200,0.7455605
Fund 4-Fund 5,0.8106859
Fund 4-Fund 6,0.7164039
Fund 4-Fund 7,0.7392896
Fund 4-Fund 8,0.71640986
Fund 4-Fund 9,0.7870729
Fund 4-Fund 10,0.76884145
Fund 4-Fund 11,0.69130284
Fund 4-Fund 12,0.71717536
Fund 4-Fund 13,0.7967317
Fund 4-Fund 14,0.7772315
Fund 4-Fund 15,0.72286856
Fund 4-Fund 16,0.7865988
Fund 4-Fund 17,0.77848506
Fund 4-Fund 18,0.7449733
Fund 4-Fund 19,0.7423209
Fund 4-Fund 20,0.7041854
Fund 4-Fund 21,0.7230304
Fund 4-Fund 22,0.7303741
Fund 4-Fund 23,0.6889563
Fund 4-Fund 24,0.7291306
Fund 4-Fund 25,0.776345
Fund 4-Fund 26,0.7185884
Fund 4-Fund 27,0.71298075
Fund 4-Fund 28,0.7766814
Fund 4-Fund 29,0.6475615
Fund 4-Fund 30,0.6616802
Fund 4-Fund 31,0.74731743
Fund 4-Fund 32,0.7099041
Fund 4-Fund 33,0.7585719
Fund 4-Fund 34,0.5916421
Fund 4-Fund 35,0.69003123
Fund 4-Fund 36,0.7066287
Fund 4-Fund 37,0.73202914
Fund 4-Fund 38,0.77309394
Fund 4-Fund 39,0.7341843
Fund 4-Fund 40,0.7045555
Fund 4-Fund 41,0.7884073
Fund 4-Fund 42,0.68504983
Fund 4-Fund 43,0.7488577
Fund 4-Fund 44,0.7368945
Fund 4-Fund 45,0.77410334
Fund 4-Fund 46,0.75877416
Fund 4-Fund 47,0.80179596
Fund 4-Fund 48,0.72062093
Fund 4-Fund 49,0.75252485
Fund 4-Fund 50,0.7688866
Fund 4-Fund 51,0.8047663
Fund 4-Fund 52,0.7692785
Fund 4-Fund 53,0.7533589
Fund 4-Fund 54,0.82388467
Fund 4-Fund 55,0.7274306
Fund 4-Fund 56,0.7237888
Fund 4-Fund 57,0.71988285
Fund 4-Fund 58,0.77736545
Fund 4-Fund 59,0.7639376
Fund 4-Fund 60,0.8239002
Fund 4-Fund 61,0.7590718
Fund 4-Fund 62,0.72910213
Fund 4-Fund 63,0.7883788
Fund 4-Fund 64,0.82112044
Fund 4-Fund 65,0.7545645
Fund 4-Fund 66,0.7540704
Fund 4-Fund 67,0.7723989
Fund 4-Fund 68,0.70937634
Fund 4-Fund 69,0.73969275
Fund 4-Fund 70,0.68230593
Fund 4-Fund 71,0.6966232
Fund 4-Fund 72,0.742106
Fund 4-Fund 73,0.75780576
Fund 4-Fund 74,0.78195107
Fund 4-Fund 75,0.806812
Fund 4-Fund 76,0.70149916
Fund 4-Fund 77,0.76778764
Fund 4-Fund 78,0.76679766
Fund 4-Fund 79,0.7784603
Fund 4-Fund 80,0.6955577
Fund 4-Fund 81,0.6673195
Fund 4-Fund 82,0.66126084
Fund 4-Fund 83,0.6917569
Fund 4-Fund 84,0.71396154
Fund 4-Fund 85,0.7847566
Fund 4-Fund 86,0.6616087
Fund 4-Fund 87,0.76203924
Fund 4-Fund 88,0.76750976
Fund 4-Fund 89,0.5968714
Fund 4-Fund 90,0.7620219
Fund 4-Fund 91,0.78540283
Fund 4-Fund 92,0.7424572
Fund 4-Fund 93,0.8026546
Fund 4-Fund 94,0.48506472
Fund 4-Fund 95,0.74153143
Fund 4-Fund 96,0.77765816
Fund 4-Fund 97,0.7436812
Fund 4-Fund 98,0.77894944
Fund 4-Fund 99,0.7845119
Fund 4-Fund 100,0.78282756
Fund 4-Fund 101,0.7699357
Fund 4-Fund 102,0.7165047
Fund 4-Fund 103,0.8153354
Fund 4-Fund 104,0.7507192
Fund 4-Fund 105,0.74052346
Fund 4-Fund 106,0.7824561
Fund 4-Fund 107,0.7375375
Fund 4-Fund 108,0.7444396
Fund 4-Fund 109,0.7856776
Fund 4-Fund 110,0.7496176
Fund 4-Fund 111,0.76010334
Fund 4-Fund 112,0.8014844
Fund 4-Fund 113,0.73719543
Fund 4-Fund 114,0.78222394
Fund 4-Fund 115,0.7619549
Fund 4-Fund 116,0.7261182
Fund 4-Fund 117,0.72079086
Fund 4-Fund 118,0.7852909
Fund 4-Fund 119,0.71352106
Fund 4-Fund 120,0.7015399
Fund 4-Fund 121,0.7622759
Fund 4-Fund 122,0.7985742
Fund 4-Fund 123,0.74862933
Fund 4-Fund 124,0.7610815
Fund 4-Fund 125,0.71594524
Fund 4-Fund 126,0.7372444
Fund 4-Fund 127,0.7841164
Fund 4-Fund 128,0.7149086
Fund 4-Fund 129,0.7652328
Fund 4-Fund 130,0.71718526
Fund 4-Fund 131,0.70344156
Fund 4-Fund 132,0.70749795
Fund 4-Fund 133,0.7854994
Fund 4-Fund 134,0.75740963
Fund 4-Fund 135,0.77964324
Fund 4-Fund 136,0.7741535
Fund 4-Fund 137,0.5793439
Fund 4-Fund 138,0.7035245
Fund 4-Fund 139,0.70550275
Fund 4-Fund 140,0.7270932
Fund 4-Fund 141,0.6888918
Fund 4-Fund 142,0.81043833
Fund 4-Fund 143,0.6856079
Fund 4-Fund 144,0.78025055
Fund 4-Fund 145,0.73080504
Fund 4-Fund 146,0.78232163
Fund 4-Fund 147,0.7491421
Fund 4-Fund 148,0.7897958
Fund 4-Fund 149,0.7353324
Fund 4-Fund 150,0.75795215
Fund 4-Fund 151,0.657897
Fund 4-Fund 152,0.7624677
Fund 4-Fund 153,0.7772939
Fund 4-Fund 154,0.7019523
Fund 4-Fund 155,0.79403406
Fund 4-Fund 156,0.67755824
Fund 4-Fund 157,0.7788915
Fund 4-Fund 158,0.7088586
Fund 4-Fund 159,0.7890363
Fund 4-Fund 160,0.7863698
Fund 4-Fund 161,0.7262444
Fund 4-Fund 162,0.7512156
Fund 4-Fund 163,0.74710834
Fund 4-Fund 164,0.7715733
Fund 4-Fund 165,0.5825538
Fund 4-Fund 166,0.7857517
Fund 4-Fund 167,0.68141055
Fund 4-Fund 168,0.7190303
Fund 4-Fund 169,0.7651676
Fund 4-Fund 170,0.7528926
Fund 4-Fund 171,0.7399902
Fund 4-Fund 172,0.75980586
Fund 4-Fund 173,0.7481407
Fund 4-Fund 174,0.74297506
Fund 4-Fund 175,0.6491397
Fund 4-Fund 176,0.74493426
Fund 4-Fund 177,0.7434766
Fund 4-Fund 178,0.7644758
Fund 4-Fund 179,0.7708559
Fund 4-Fund 180,0.7590341
Fund 4-Fund 181,0.7360847
Fund 4-Fund 182,0.7714918
Fund 4-Fund 183,0.7401585
Fund 4-Fund 184,0.71005416
Fund 4-Fund 185,0.747424
Fund 4-Fund 186,0.6856818
Fund 4-Fund 187,0.7575215
Fund 4-Fund 188,0.79921407
Fund 4-Fund 189,0.6531016
